like	492_unknown_state
sherikkum	003_Positive
effect	003_Positive
miss	003_Positive
varan	003_Positive
van	003_Positive
thirichu	003_Positive
thakarkum	003_Positive
supr	003_Positive
sreenivasan	003_Positive
poya	003_Positive
ponoo	003_Positive
muruga	003_Positive
mammukayude	003_Positive
malayalathinte	003_Positive
madhuraraaja	003_Positive
kittiyal	003_Positive
kalakkum	003_Positive
jaii	003_Positive
istham	003_Positive
ippozhum	003_Positive
ingale	003_Positive
ichayan	003_Positive
hoo	003_Positive
father	003_Positive
fansite	003_Positive
etavum	003_Positive
cinimayil	003_Positive
anuu	003_Positive
adar	003_Positive
ad	003_Positive
derick	003_Positive
chetta	003_Positive
orupadu	003_Positive
namude	003_Positive
mattoru	003_Positive
chithram	003_Positive
ariyilla	003_Positive
aann	003_Positive
vannalum	003_Positive
ithrayum	003_Positive
atho	003_Positive
sooper	003_Positive
salute	003_Positive
rajuvettaa	003_Positive
rajuetta	003_Positive
modulation	003_Positive
minute	003_Positive
mamanga	003_Positive
deal	003_Positive
abrahaminte	003_Positive
santhathikal	003_Positive
vechu	003_Positive
santhosham	003_Positive
powlikkum	003_Positive
parayandallo	003_Positive
padangal	003_Positive
othiri	003_Positive
njagade	003_Positive
kandittilla	003_Positive
ikkede	003_Positive
adikaan	003_Positive
adhikam	003_Positive
kuttam	003_Positive
ithe	003_Positive
urappaa	003_Positive
undavum	003_Positive
triller	003_Positive
thonnunu	003_Positive
thonnum	003_Positive
romaanjam	003_Positive
return	003_Positive
odukkathe	003_Positive
kandalum	003_Positive
ithine	003_Positive
background	003_Positive
baaki	003_Positive
avasanathe	003_Positive
allaa	003_Positive
veral	003_Negative
too	003_Negative
punnara	003_Negative
pranamam	003_Negative
poraa	003_Negative
okkae	003_Negative
nirthi	003_Negative
nayinte	003_Negative
namaskkaram	003_Negative
naarikal	003_Negative
munbe	003_Negative
mosham	003_Negative
moonjiya	003_Negative
mammuni	003_Negative
mammookaye	003_Negative
makkalum	003_Negative
kanich	003_Negative
kanditta	003_Negative
eathu	003_Negative
ayyee	003_Negative
anta	003_Negative
adichavarkk	003_Negative
adichalum	003_Negative
average	003_Negative
adichaa	003_Negative
6k	003_Negative
nala	003_Negative
avante	003_Negative
urappayi	003_Negative
keralathil	003_Negative
onne	003_Negative
kaaryam	003_Negative
lag	003_Negative
thendikal	003_Negative
ethinu	003_Negative
thudangi	003_Negative
makkal	003_Negative
kumar	003_Negative
padakkam	003_Negative
viral	003_Negative
thonnane	003_Negative
sree	003_Negative
myr	003_Negative
manass	003_Negative
kanumbol	003_Negative
adikunna	003_Negative
poliyum	003_Negative
pandi	003_Negative
munpe	003_Negative
pratheesha	003_Mixed_feelings
mix	003_Mixed_feelings
endo	003_Mixed_feelings
theme	003_Mixed_feelings
style	003_Mixed_feelings
kollaam	003_Mixed_feelings
pulimurukan	003_Mixed_feelings
over	003_Mixed_feelings
itu	003_Mixed_feelings
evideyo	003_Mixed_feelings
orumathiri	003_Mixed_feelings
villan	003_Mixed_feelings
kilichundan	003_Mixed_feelings
girija	003_Mixed_feelings
vivarom	002_unknown_state
vinneth	002_unknown_state
vetti	002_unknown_state
vendih	002_unknown_state
venaayirunnu	002_unknown_state
vannavarundoo	002_unknown_state
vannavarku	002_unknown_state
vannavare	002_unknown_state
vannathaa	002_unknown_state
vanath	002_unknown_state
usmaane	002_unknown_state
undennu	002_unknown_state
undayum	002_unknown_state
tvm	002_unknown_state
trissur	002_unknown_state
trill	002_unknown_state
today	002_unknown_state
tinmayum	002_unknown_state
ting	002_unknown_state
thug	002_unknown_state
thudangiyaal	002_unknown_state
theeyum	002_unknown_state
theerumanam	002_unknown_state
thammilalla	002_unknown_state
teser	002_unknown_state
tech	002_unknown_state
tarun	002_unknown_state
suscribe	002_unknown_state
sudev	002_unknown_state
stefen	002_unknown_state
sradhicho	002_unknown_state
sire	002_unknown_state
sidil	002_unknown_state
showkk	002_unknown_state
shoot	002_unknown_state
she	002_unknown_state
shanente	002_unknown_state
shane	002_unknown_state
sangi	002_unknown_state
saadhikunnu	002_unknown_state
roomil	002_unknown_state
reason	002_unknown_state
rand	002_unknown_state
ramdas	002_unknown_state
rajuvettane	002_unknown_state
prthwiraj	002_unknown_state
priya	002_unknown_state
post	002_unknown_state
pokunnavar	002_unknown_state
poku	002_unknown_state
pinneum	002_unknown_state
pettennu	002_unknown_state
pesuvaru	002_unknown_state
perumbavor	002_unknown_state
pear	002_unknown_state
pattumenkil	002_unknown_state
parayunavar	002_unknown_state
pagaram	002_unknown_state
ormavannavar	002_unknown_state
orevidhi	002_unknown_state
oral	002_unknown_state
ora	002_unknown_state
onu	002_unknown_state
ondo	002_unknown_state
nooki	002_unknown_state
nikkunnavar	002_unknown_state
nigam	002_unknown_state
nganatha	002_unknown_state
nerkkuner	002_unknown_state
neduballi	002_unknown_state
narayanan	002_unknown_state
nan	002_unknown_state
nagar	002_unknown_state
nadannu	002_unknown_state
molude	002_unknown_state
mm	002_unknown_state
mekkele	002_unknown_state
mavoist	002_unknown_state
matramanoo	002_unknown_state
mathramaano	002_unknown_state
matharam	002_unknown_state
manikandan	002_unknown_state
manavalan	002_unknown_state
malayam	002_unknown_state
mahesh	002_unknown_state
machinegun	002_unknown_state
maatramaano	002_unknown_state
likee	002_unknown_state
liftil	002_unknown_state
kurichu	002_unknown_state
kurbana	002_unknown_state
kudungi	002_unknown_state
krishna	002_unknown_state
koottam	002_unknown_state
kondalla	002_unknown_state
kochunni	002_unknown_state
kkaar	002_unknown_state
kittiyirinu	002_unknown_state
kittiyavar	002_unknown_state
kilo	002_unknown_state
kill	002_unknown_state
kazhinjitt	002_unknown_state
kazhinjavar	002_unknown_state
kazhinjal	002_unknown_state
kayari	002_unknown_state
karuthiyavar	002_unknown_state
karnam	002_unknown_state
kannunavar	002_unknown_state
kandvar	002_unknown_state
kandittullatha	002_unknown_state
kandavarkk	002_unknown_state
kallan	002_unknown_state
kaathirikkunnavar	002_unknown_state
kaal	002_unknown_state
ivida	002_unknown_state
ivana	002_unknown_state
ittymani	002_unknown_state
ithipo	002_unknown_state
ithinakaal	002_unknown_state
ithengane	002_unknown_state
islamil	002_unknown_state
irikkunavar	002_unknown_state
irangitt	002_unknown_state
irangan	002_unknown_state
ippozhe	002_unknown_state
ipolum	002_unknown_state
ipol	002_unknown_state
ingne	002_unknown_state
ingerk	002_unknown_state
illathakkan	002_unknown_state
idikkano	002_unknown_state
idayil	002_unknown_state
idakku	002_unknown_state
idakke	002_unknown_state
idak	002_unknown_state
hangayi	002_unknown_state
guess	002_unknown_state
gu	002_unknown_state
give	002_unknown_state
gee	002_unknown_state
faans	002_unknown_state
excitment	002_unknown_state
evideyanavo	002_unknown_state
everybody	002_unknown_state
etraa	002_unknown_state
ethraperund	002_unknown_state
ethanu	002_unknown_state
enthokke	002_unknown_state
ena	002_unknown_state
edukkan	002_unknown_state
edk	002_unknown_state
edhe	002_unknown_state
edayk	002_unknown_state
eathra	002_unknown_state
dvp	002_unknown_state
chullan	002_unknown_state
christ	002_unknown_state
chinnane	002_unknown_state
chicken	002_unknown_state
cheyyunnavarkk	002_unknown_state
cheyyilla	002_unknown_state
cheyunnavar	002_unknown_state
chaadiyal	002_unknown_state
caribian	002_unknown_state
bodham	002_unknown_state
black	002_unknown_state
bastard	002_unknown_state
babynet	002_unknown_state
baby	002_unknown_state
ayoo	002_unknown_state
avde	002_unknown_state
aru	002_unknown_state
ariyo	002_unknown_state
ariyaam	002_unknown_state
andiyum	002_unknown_state
akunu	002_unknown_state
akkanam	002_unknown_state
aicp	002_unknown_state
agree	002_unknown_state
agrahikkunnavar	002_unknown_state
adiyude	002_unknown_state
adiyada	002_unknown_state
adipoliyaayirikum	002_unknown_state
adikada	002_unknown_state
adichoo	002_unknown_state
adichavarokke	002_unknown_state
achan	002_unknown_state
aayt	002_unknown_state
aayit	002_unknown_state
aavo	002_unknown_state
aaroke	002_unknown_state
aaran	002_unknown_state
aana	002_unknown_state
8m	002_unknown_state
5million	002_unknown_state
53	002_unknown_state
500k	002_unknown_state
44	002_unknown_state
3m	002_unknown_state
3ble	002_unknown_state
34k	002_unknown_state
26	002_unknown_state
1min	002_unknown_state
172	002_unknown_state
05	002_unknown_state
pubg	002_unknown_state
better	002_unknown_state
55	002_unknown_state
50k	002_unknown_state
mammoty	002_unknown_state
can	002_unknown_state
ku	002_unknown_state
vs	002_unknown_state
now	002_unknown_state
vindum	002_unknown_state
vedi	002_unknown_state
simple	002_unknown_state
pande	002_unknown_state
padi	002_unknown_state
narasimham	002_unknown_state
makkalle	002_unknown_state
macha	002_unknown_state
lle	002_unknown_state
ine	002_unknown_state
idu	002_unknown_state
anoo	002_unknown_state
annuu	002_unknown_state
allee	002_unknown_state
adikkaan	002_unknown_state
aadhyam	002_unknown_state
25	002_unknown_state
appan	002_unknown_state
ane	002_unknown_state
raj	002_unknown_state
mess	002_unknown_state
life	002_unknown_state
malayalikal	002_unknown_state
etu	002_unknown_state
eppozhum	002_unknown_state
dialogues	002_unknown_state
addi	002_unknown_state
aam	002_unknown_state
te	002_unknown_state
rajaye	002_unknown_state
photo	002_unknown_state
fanss	002_unknown_state
cheytha	002_unknown_state
173k	002_unknown_state
valya	002_unknown_state
eniku	002_unknown_state
slow	002_unknown_state
oo	002_unknown_state
unde	002_unknown_state
poy	002_unknown_state
ninnum	002_unknown_state
nannayi	002_unknown_state
inu	002_unknown_state
engana	002_unknown_state
peter	002_unknown_state
motham	002_unknown_state
pirates	002_unknown_state
aayo	002_unknown_state
puli	002_unknown_state
stunt	002_unknown_state
baki	002_unknown_state
ullathu	002_unknown_state
randu	002_unknown_state
zayed	002_unknown_state
who	002_unknown_state
vyshak	002_unknown_state
va	002_unknown_state
qureshi	002_unknown_state
dha	002_unknown_state
auto	002_unknown_state
42	002_unknown_state
180k	002_unknown_state
viewrs	002_unknown_state
mall	002_unknown_state
malappuram	002_unknown_state
ittymaani	002_unknown_state
grand	002_unknown_state
daily	002_unknown_state
page	002_unknown_state
nivin	002_unknown_state
location	002_unknown_state
youtubil	002_unknown_state
year	002_unknown_state
varshathe	002_unknown_state
vangi	002_unknown_state
vaayikkan	002_unknown_state
undayirunnu	002_unknown_state
trendingil	002_unknown_state
tralier	002_unknown_state
thomas	002_unknown_state
tehlan	002_unknown_state
sidheeq	002_unknown_state
shaji	002_unknown_state
romanchification	002_unknown_state
rajaa	002_unknown_state
pwolikku	002_unknown_state
prithwi	002_unknown_state
prachi	002_unknown_state
pracharanam	002_unknown_state
pottikk	002_unknown_state
pillar	002_unknown_state
pattum	002_unknown_state
parayendi	002_unknown_state
orapullavar	002_unknown_state
naalu	002_unknown_state
mol	002_unknown_state
minister	002_unknown_state
mikkavarum	002_unknown_state
mahiravanan	002_unknown_state
mahaa	002_unknown_state
kuranju	002_unknown_state
konde	002_unknown_state
kollum	002_unknown_state
kochu	002_unknown_state
kannam	002_unknown_state
kaanunnu	002_unknown_state
kaanunne	002_unknown_state
jeevan	002_unknown_state
ithill	002_unknown_state
idiyude	002_unknown_state
ichayoo	002_unknown_state
hear	002_unknown_state
half	002_unknown_state
filims	002_unknown_state
fanzz	002_unknown_state
enda	002_unknown_state
dhamu	002_unknown_state
cheyy	002_unknown_state
cheriya	002_unknown_state
change	002_unknown_state
avasaanam	002_unknown_state
adikanulla	002_unknown_state
adichittu	002_unknown_state
adh	002_unknown_state
achuthan	002_unknown_state
aayittu	002_unknown_state
49	002_unknown_state
19	002_unknown_state
120k	002_unknown_state
varunu	002_unknown_state
varunnath	002_unknown_state
katha	002_unknown_state
kanditte	002_unknown_state
kandathu	002_unknown_state
ellaarum	002_unknown_state
ayyo	002_unknown_state
aduth	002_unknown_state
pulli	002_unknown_state
ok	002_unknown_state
kittiya	002_unknown_state
avar	002_unknown_state
vijaricha	002_unknown_state
vandi	002_unknown_state
undaya	002_unknown_state
prithvirajinte	002_unknown_state
malayalathil	002_unknown_state
lad	002_unknown_state
aha	002_unknown_state
uvve	002_unknown_state
sho	002_unknown_state
poo	002_unknown_state
po	002_unknown_state
paisa	002_unknown_state
orupad	002_unknown_state
nool	002_unknown_state
njangade	002_unknown_state
namuk	002_unknown_state
nammale	002_unknown_state
main	002_unknown_state
itt	002_unknown_state
ipozhe	002_unknown_state
hey	002_unknown_state
cheyunne	002_unknown_state
cheythu	002_unknown_state
ayittu	002_unknown_state
ayii	002_unknown_state
adikam	002_unknown_state
adichath	002_unknown_state
212k	002_unknown_state
munp	002_unknown_state
ittal	002_unknown_state
channelil	002_unknown_state
ayyi	002_unknown_state
villian	002_unknown_state
valichu	002_unknown_state
undalo	002_unknown_state
thonniyath	002_unknown_state
theeravunnathe	002_unknown_state
teaserinu	002_unknown_state
suresh	002_unknown_state
remake	002_unknown_state
poloru	002_unknown_state
nalu	002_unknown_state
mannu	002_unknown_state
kandapo	002_unknown_state
idaku	002_unknown_state
avo	002_unknown_state
adikkeda	002_unknown_state
woow	002_not-malayalam
vellam	002_not-malayalam
ve	002_not-malayalam
uva	002_not-malayalam
use	002_not-malayalam
umbum	002_not-malayalam
ulta	002_not-malayalam
tollywood	002_not-malayalam
toh	002_not-malayalam
tn	002_not-malayalam
thaga	002_not-malayalam
srilankans	002_not-malayalam
sri	002_not-malayalam
some	002_not-malayalam
semma	002_not-malayalam
sema	002_not-malayalam
sandalwood	002_not-malayalam
sab	002_not-malayalam
romba	002_not-malayalam
rajini	002_not-malayalam
podunga	002_not-malayalam
pesuraru	002_not-malayalam
penna	002_not-malayalam
par	002_not-malayalam
pannunga	002_not-malayalam
panna	002_not-malayalam
pain	002_not-malayalam
online	002_not-malayalam
need	002_not-malayalam
nailed	002_not-malayalam
naam	002_not-malayalam
mazz	002_not-malayalam
matters	002_not-malayalam
manoj	002_not-malayalam
mamaankam	002_not-malayalam
looking	002_not-malayalam
lanka	002_not-malayalam
lanat	002_not-malayalam
kutey	002_not-malayalam
kuch	002_not-malayalam
kollywood	002_not-malayalam
koi	002_not-malayalam
kay	002_not-malayalam
jayan	002_not-malayalam
jayamravi	002_not-malayalam
irukke	002_not-malayalam
guaranteed	002_not-malayalam
girl	002_not-malayalam
flag	002_not-malayalam
evil	002_not-malayalam
etan	002_not-malayalam
dubai	002_not-malayalam
diehard	002_not-malayalam
did	002_not-malayalam
dhan	002_not-malayalam
devudiya	002_not-malayalam
daping	002_not-malayalam
chutiya	002_not-malayalam
changer	002_not-malayalam
brave	002_not-malayalam
bol	002_not-malayalam
biggest	002_not-malayalam
anybody	002_not-malayalam
aka	002_not-malayalam
80k	002_not-malayalam
150k	002_not-malayalam
104k	002_not-malayalam
wish	002_not-malayalam
surya	002_not-malayalam
mammookaa	002_not-malayalam
job	002_not-malayalam
im	002_not-malayalam
03	002_not-malayalam
urumi	002_not-malayalam
superstar	002_not-malayalam
2million	002_not-malayalam
language	002_not-malayalam
4k	002_not-malayalam
watching	002_not-malayalam
varika	002_not-malayalam
thalaiva	002_not-malayalam
sarkar	002_not-malayalam
kumbalangi	002_not-malayalam
hrs	002_not-malayalam
hr	002_not-malayalam
gandhi	002_not-malayalam
game	002_not-malayalam
butten	002_not-malayalam
bigil	002_not-malayalam
aattathe	002_not-malayalam
173	002_not-malayalam
172k	002_not-malayalam
nights	002_not-malayalam
39	002_not-malayalam
within	002_not-malayalam
old	002_not-malayalam
upload	002_not-malayalam
than	002_not-malayalam
jpg	002_not-malayalam
illuminati	002_not-malayalam
11	002_not-malayalam
your	002_not-malayalam
years	002_not-malayalam
sudeep	002_not-malayalam
soo	002_not-malayalam
nxt	002_not-malayalam
millon	002_not-malayalam
mamookaa	002_not-malayalam
mammangam	002_not-malayalam
malayali	002_not-malayalam
khan	002_not-malayalam
kar	002_not-malayalam
him	002_not-malayalam
hats	002_not-malayalam
getup	002_not-malayalam
edit	002_not-malayalam
dop	002_not-malayalam
cant	002_not-malayalam
work	002_not-malayalam
unnimukundan	002_not-malayalam
warrier	002_not-malayalam
social	002_not-malayalam
relese	002_not-malayalam
open	002_not-malayalam
disaster	002_not-malayalam
yaa	002_Positive
white	002_Positive
watched	002_Positive
visual	002_Positive
vijayashamsakal	002_Positive
vijayasamsakal	002_Positive
vidha	002_Positive
vettichu	002_Positive
vettan	002_Positive
veree	002_Positive
verae	002_Positive
vendum	002_Positive
vendathu	002_Positive
vendath	002_Positive
veeryam	002_Positive
veendm	002_Positive
vaya	002_Positive
varunnuu	002_Positive
vallatoru	002_Positive
vacation	002_Positive
uyarthu	002_Positive
uruttam	002_Positive
unnatangalil	002_Positive
treat	002_Positive
traler	002_Positive
tnx	002_Positive
thrilling	002_Positive
threadil	002_Positive
thonunna	002_Positive
thonnuvaa	002_Positive
thnne	002_Positive
thimirkkum	002_Positive
theeralle	002_Positive
thanneya	002_Positive
thakarppan	002_Positive
