id	text	newtext	label	category
ml_sen_119	Mammukka superb...but e trailer cut pulimurukan second pole undallo	mammukka superbbut {XXX} superbbut e {XXX} e trailer {Positive} trailer cut {Positive} cut pulimurukan {XXX} pulimurukan second {XXX} second pole {XXX} 	1	Positive
ml_sen_120	Voice onnitaum movie vere onnitaum	voice onnitaum {XXX} onnitaum movie {XXX} movie vere {XXX} 	1	Positive
ml_sen_121	Lucifer trailer pottikan ayo nammude mamangm	lucifer trailer {unknown_state} trailer pottikan {XXX} pottikan ayo {XXX} ayo nammude {XXX} 	2	unknown_state
ml_sen_122	masss....  ikkaa		1	Positive
ml_sen_123	ഇത് trending ആകും എന്ന് urapullavar like adikki	trending urapullavar {XXX} urapullavar like {unknown_state} 	2	unknown_state
ml_sen_124	Iruttinte aayussu sooriyan udhikkunathu vare mathram.	iruttinte aayussu {XXX} aayussu sooriyan {XXX} sooriyan udhikkunathu {XXX} udhikkunathu vare {XXX} 	2	unknown_state
ml_sen_125	Awesomeness starts at 1:51 Vaada! :)	awesomeness starts {XXX} starts at {XXX} at 151 {XXX} 	1	Positive
ml_sen_126	Polichhh kiduuu trailerrr ikkkaaa ennummm ikkaa thaneeeeee oru rekshayillathaawa traileerrrr waitingggg for thee moviee	polichhh kiduuu {XXX} kiduuu trailerrr {XXX} trailerrr ikkkaaa {XXX} ikkkaaa ennummm {XXX} ennummm ikkaa {XXX} ikkaa thaneeeeee {XXX} thaneeeeee oru {XXX} oru rekshayillathaawa {XXX} rekshayillathaawa traileerrrr {XXX} traileerrrr waitingggg {XXX} waitingggg for {XXX} for thee {XXX} 	1	Positive
ml_sen_127	trailerinaayi kaathirunnavar like button adich pottikkk	trailerinaayi kaathirunnavar {XXX} kaathirunnavar like {unknown_state} like button {unknown_state} button adich {unknown_state} 	2	unknown_state
ml_sen_128	0:50 sanny chechiye kaanaaaulla aakrantha entry	050 sanny {XXX} sanny chechiye {XXX} chechiye kaanaaaulla {XXX} kaanaaaulla aakrantha {XXX} 	1	Positive
ml_sen_129	Ippo kaannuvr like adicho veendum veendum kandittum kothitheeratha oru muthal ufff	ippo kaannuvr {XXX} kaannuvr like {XXX} like adicho {unknown_state} adicho veendum {XXX} veendum veendum {Positive} veendum kandittum {XXX} kandittum kothitheeratha {XXX} kothitheeratha oru {XXX} oru muthal {Positive} 	1	Positive
ml_sen_130	1 mnt.. I laks views.. Polichu.. Laletan massssssssssssss	1 mnt {XXX} mnt i {XXX} i laks {XXX} laks views {XXX} views polichu {XXX} polichu laletan {XXX} 	2	unknown_state
ml_sen_131	Ikkante dialoge alla ethu ambilada sounda	ikkante dialoge {XXX} dialoge alla {XXX} alla ethu {Positive} ethu ambilada {XXX} 	1	Positive
ml_sen_132	Katta waiting cheyunna alukal onn like adichee	katta waiting {Positive} waiting cheyunna {XXX} cheyunna alukal {XXX} alukal onn {XXX} onn like {unknown_state} 	1	Positive
ml_sen_133	Lalettan kidu Raju Etta super trailer	lalettan kidu {XXX} kidu raju {XXX} raju etta {Positive} etta super {XXX} 	1	Positive
ml_sen_134	Like a tamil and Telugu movie	like a {not-malayalam} a tamil {Negative} tamil and {XXX} and telugu {XXX} 	4	not-malayalam/tamil
ml_sen_135	Jayettaaaa ente chunkkeee🥰 Sabu Chettan 🥰	jayettaaaa ente {XXX} ente chunkkeee {XXX} chunkkeee sabu {XXX} 	1	Positive
ml_sen_136	Evideo oru Hollywood story varunnilleee. Oru DBT.	evideo oru {XXX} oru hollywood {unknown_state} hollywood story {XXX} story varunnilleee {XXX} varunnilleee oru {XXX} 	1	Positive
ml_sen_137	మమ్మూటీ చాలా అందంగా ఉంది మరియు అతను మరిన్ని చర్యలు చేశాడు		1	Positive
ml_sen_138	Uff oru rekshem illa ikka	uff oru {Positive} oru rekshem {Positive} rekshem illa {Positive} 	1	Positive
ml_sen_139	Lalettan nu pakaram vekkaanaarumillaaa	lalettan nu {Negative} nu pakaram {unknown_state} 	2	unknown_state
ml_sen_140	Oru Rakshayumilla Laletta.. Aarokke und katta supportinu?	oru rakshayumilla {Positive} rakshayumilla laletta {XXX} laletta aarokke {XXX} aarokke und {Positive} und katta {XXX} 	1	Positive
ml_sen_141	Ambooo pwoli oru rekshem illa lalettaaa poliiii	ambooo pwoli {XXX} pwoli oru {XXX} oru rekshem {Positive} rekshem illa {Positive} illa lalettaaa {XXX} 	1	Positive
ml_sen_142	Oru idi idikkumbozhekkum... Aalkaar adutha Jilla ethi kaanum...	oru idi {XXX} idi idikkumbozhekkum {XXX} idikkumbozhekkum aalkaar {XXX} aalkaar adutha {XXX} adutha jilla {XXX} jilla ethi {XXX} 	2	unknown_state
ml_sen_143	Padam polikum		1	Positive
ml_sen_144	1:39  kandu kozhitharichavar Adi like...	139 kandu {XXX} kandu kozhitharichavar {XXX} kozhitharichavar adi {XXX} 	1	Positive
ml_sen_145	From a A10 fan.  Trailer masmarikam	from a {not-malayalam} a a10 {XXX} a10 fan {Positive} fan trailer {Positive} 	1	Positive
ml_sen_146	All the best ikka.... Oru ettan fan	all the {Positive} the best {Positive} best ikka {not-malayalam} ikka oru {Positive} oru ettan {Positive} 	1	Positive
ml_sen_147	We are RAVANAN FAMILY ...Kollan Padilla	we are {not-malayalam} are ravanan {XXX} ravanan family {XXX} family kollan {XXX} 	4	not-malayalam/tamil
ml_sen_148	Sir release date kiya 14 june	sir release {XXX} release date {unknown_state} date kiya {XXX} kiya 14 {XXX} 	2	unknown_state
ml_sen_149	16k views um 52k likes um ikka daaa...	16k views {unknown_state} views um {Negative} um 52k {XXX} 52k likes {XXX} likes um {unknown_state} um ikka {XXX} 	2	unknown_state
ml_sen_150	nyzzzz work		1	Positive
ml_sen_151	Edak edak vannu views nokunavar evide like adik.  #Lalettan #Prithiviraj	edak edak {XXX} edak vannu {XXX} vannu views {XXX} views nokunavar {XXX} nokunavar evide {XXX} evide like {unknown_state} like adik {unknown_state} adik lalettan {XXX} 	2	unknown_state
ml_sen_152	ഡോഗ് trainer.  Saajan Saji Cyriac.	trainer saajan {XXX} saajan saji {XXX} 	1	Positive
ml_sen_153	Athirappilliyude saundharyam illathaya nimisham 2:07 love uuuu mammookkkkaaaaaaa	athirappilliyude saundharyam {XXX} saundharyam illathaya {XXX} illathaya nimisham {XXX} nimisham 207 {XXX} 207 love {XXX} love uuuu {XXX} 	1	Positive
ml_sen_154	Ee Vishnu  Stephan nedumpally kondupokum athinu oru samashavum Venda	ee vishnu {XXX} vishnu stephan {XXX} stephan nedumpally {XXX} nedumpally kondupokum {XXX} kondupokum athinu {XXX} athinu oru {XXX} oru samashavum {XXX} 	1	Positive
ml_sen_155	എജ്ജാതി frames കിടു trailer Rajuvetta brilliant direction!!	frames trailer {XXX} trailer rajuvetta {XXX} rajuvetta brilliant {XXX} 	1	Positive
ml_sen_156	Awesome movie.....best movie so far in 2019	awesome moviebest {XXX} moviebest movie {XXX} movie so {XXX} so far {XXX} far in {XXX} 	1	Positive
ml_sen_157	Film oru raksha illa .... adipwoli	film oru {XXX} oru raksha {Positive} raksha illa {Positive} 	1	Positive
ml_sen_158	1.7M VIEWS 177K LIKES  TRIPLE STRONGG	17m views {XXX} views 177k {not-malayalam} 177k likes {not-malayalam} likes triple {XXX} 	4	not-malayalam/tamil
ml_sen_159	#L kandatt iniyum inyum kaananm enne thonnunnavar undo ividea...	l kandatt {XXX} kandatt iniyum {XXX} iniyum inyum {XXX} inyum kaananm {XXX} kaananm enne {XXX} enne thonnunnavar {XXX} thonnunnavar undo {XXX} 	2	unknown_state
ml_sen_160	Next hit loading 2019 ikka anguu edukuvaaa	next hit {Positive} hit loading {Positive} loading 2019 {XXX} 2019 ikka {XXX} ikka anguu {XXX} 	1	Positive
ml_sen_161	Ningalkk arkum arinjudatha oru karyam ee movie pulimurakan movieyuk connection onde	ningalkk arkum {XXX} arkum arinjudatha {XXX} arinjudatha oru {XXX} oru karyam {Positive} karyam ee {XXX} ee movie {unknown_state} movie pulimurakan {XXX} pulimurakan movieyuk {XXX} movieyuk connection {XXX} 	1	Positive
ml_sen_162	Madhuraraja pottum ennu orappula ettan fans ivide like adikee	madhuraraja pottum {XXX} pottum ennu {unknown_state} ennu orappula {XXX} orappula ettan {XXX} ettan fans {Positive} fans ivide {unknown_state} ivide like {unknown_state} 	2	unknown_state
ml_sen_163	MODEL SCHOOL IL PADICHAVAR LIKE ADIKUU	model school {Positive} school il {XXX} il padichavar {XXX} padichavar like {XXX} 	2	unknown_state
ml_sen_164	🤣🤣🤣🤣🤣 kya mazak hai... Hans hans k lotpot ho jaoge BC... Aise movie kon dekta hai??	kya mazak {XXX} mazak hai {XXX} hai hans {XXX} hans hans {XXX} hans k {XXX} k lotpot {XXX} lotpot ho {XXX} ho jaoge {XXX} jaoge bc {XXX} bc aise {XXX} aise movie {not-malayalam} movie kon {XXX} kon dekta {XXX} 	1	Positive
ml_sen_165	Trailer bore aayi .. eni movie Kandu nokkam	trailer bore {XXX} bore aayi {XXX} aayi eni {XXX} eni movie {XXX} movie kandu {Positive} 	1	Positive
ml_sen_166	Aganee youtubeinte karyathil oruu tirumanam ayyi	aganee youtubeinte {XXX} youtubeinte karyathil {XXX} karyathil oruu {XXX} oruu tirumanam {XXX} 	2	unknown_state
ml_sen_167	Mamangam malayalam industriyude oru gem aay marum urapp	mamangam malayalam {XXX} malayalam industriyude {XXX} industriyude oru {XXX} oru gem {XXX} gem aay {XXX} aay marum {XXX} 	1	Positive
ml_sen_168	Looks like a visual treat.... 00:40	looks like {not-malayalam} like a {not-malayalam} a visual {XXX} visual treat {Positive} 	4	not-malayalam/tamil
ml_sen_169	തീപ്പൊരി waiting ah  raja  mammookka	waiting ah {XXX} ah raja {XXX} 	1	Positive
ml_sen_170	Gopi annan  Namichu   Kidukkachi bgm  Kidukki	gopi annan {Positive} annan namichu {XXX} namichu kidukkachi {XXX} kidukkachi bgm {XXX} 	1	Positive
ml_sen_171	Poliiii super luv it.  ......	poliiii super {XXX} super luv {XXX} 	1	Positive
ml_sen_172	TRAILER KAANAN VANNA IKKA FANS LIKE	trailer kaanan {unknown_state} kaanan vanna {XXX} vanna ikka {XXX} ikka fans {unknown_state} 	2	unknown_state
ml_sen_173	Onnathinu pottikan padakam Alla nalla assalu bomb thanne	onnathinu pottikan {XXX} pottikan padakam {XXX} padakam alla {XXX} alla nalla {XXX} nalla assalu {XXX} assalu bomb {XXX} 	1	Positive
ml_sen_174	Reckodukal ini pazhankatha puthiya charithramezhuthan varunnu mammooka	reckodukal ini {XXX} ini pazhankatha {XXX} pazhankatha puthiya {XXX} puthiya charithramezhuthan {XXX} charithramezhuthan varunnu {XXX} 	1	Positive
ml_sen_175	Super polich vere level  kidukki wating	super polich {XXX} polich vere {XXX} vere level {Positive} level kidukki {XXX} 	1	Positive
ml_sen_176	Dei ithu english web series da  Title da lucifer	dei ithu {XXX} ithu english {XXX} english web {XXX} web series {XXX} series da {XXX} da title {XXX} title da {XXX} 	2	unknown_state
ml_sen_177	1.35 secondil purakil nilkunnath rajuvettan ano?	135 secondil {XXX} secondil purakil {XXX} purakil nilkunnath {XXX} nilkunnath rajuvettan {XXX} 	2	unknown_state
ml_sen_178	Comments engilum 30 k ethikkanam..ath oru record akkam	comments engilum {XXX} engilum 30 {XXX} 30 k {Positive} k ethikkanamath {XXX} ethikkanamath oru {XXX} oru record {XXX} 	1	Positive
ml_sen_179	1:07 ikkade shareeram allanu pettennu manasilakum... Orumathiri piller edith cheitha pole	107 ikkade {XXX} ikkade shareeram {XXX} shareeram allanu {XXX} allanu pettennu {XXX} pettennu manasilakum {XXX} manasilakum orumathiri {XXX} orumathiri piller {XXX} piller edith {XXX} edith cheitha {XXX} 	2	unknown_state
ml_sen_180	Entemmachi ..enna oru trailer... shanker ramakrishanan  ellamkondum kidilan...wow....	entemmachi enna {XXX} enna oru {Positive} oru trailer {Positive} trailer shanker {XXX} shanker ramakrishanan {XXX} ramakrishanan ellamkondum {XXX} 	1	Positive
ml_sen_181	Hang ayo youtube? Views no updating	hang ayo {unknown_state} ayo youtube {XXX} youtube views {Negative} views no {XXX} 	2	unknown_state
ml_sen_182	Oru kolamaass dialogue um athine vellunna look um	oru kolamaass {XXX} kolamaass dialogue {XXX} dialogue um {Mixed_feelings} um athine {XXX} athine vellunna {XXX} vellunna look {XXX} 	1	Positive
ml_sen_183	Fans show ticket kittiyar like adik !!!!	fans show {Positive} show ticket {XXX} ticket kittiyar {XXX} kittiyar like {XXX} 	2	unknown_state
ml_sen_184	Eth kandit nere poi pulimurugante trailerum onn kandek 2 ilum enthelum vethyasom undo?	eth kandit {XXX} kandit nere {XXX} nere poi {XXX} poi pulimurugante {XXX} pulimurugante trailerum {XXX} trailerum onn {XXX} onn kandek {XXX} kandek 2 {XXX} 2 ilum {XXX} ilum enthelum {XXX} enthelum vethyasom {XXX} 	2	unknown_state
ml_sen_185	Case kazhinjittu vannuchytha cinema Ellam mass kudumba pachathalam niranjathu.....kodathisamaksham	case kazhinjittu {XXX} kazhinjittu vannuchytha {XXX} vannuchytha cinema {XXX} cinema ellam {XXX} ellam mass {XXX} mass kudumba {XXX} kudumba pachathalam {XXX} 	1	Positive
ml_sen_186	Kasaba+ idi+ siruthai  കണ്ട പോലെ !!	kasaba idi {XXX} 	2	unknown_state
ml_sen_187	Avan charddichu saare maala kittiyilla eni edikkano venda kutta URUTTAM'''	avan charddichu {XXX} charddichu saare {XXX} saare maala {XXX} maala kittiyilla {XXX} kittiyilla eni {XXX} eni edikkano {XXX} edikkano venda {XXX} venda kutta {Positive} 	1	Positive
ml_sen_188	Telugu model film allu arjun model  actor	telugu model {XXX} model film {XXX} film allu {XXX} allu arjun {not-malayalam} arjun model {XXX} 	1	Positive
ml_sen_189	Kumbalangi nights kazhinj oru vivaravum illayrnappo vishamam thonni ..ippo ashwasamayi baby molee	kumbalangi nights {not-malayalam} nights kazhinj {XXX} kazhinj oru {Positive} oru vivaravum {XXX} vivaravum illayrnappo {XXX} illayrnappo vishamam {XXX} vishamam thonni {XXX} thonni ippo {XXX} ippo ashwasamayi {XXX} ashwasamayi baby {XXX} 	1	Positive
ml_sen_190	Katta waiting : a lalettan fan 🤩	katta waiting {Positive} waiting a {XXX} a lalettan {Positive} 	1	Positive
ml_sen_191	Anu sitara voice pora.ezhuti vachatu atupole vaayikkyunnataayi tonni.but kaanaan sundari.bakki elllavarum kalakki.super.	anu sitara {Mixed_feelings} sitara voice {XXX} voice poraezhuti {XXX} poraezhuti vachatu {XXX} vachatu atupole {XXX} atupole vaayikkyunnataayi {XXX} vaayikkyunnataayi tonnibut {XXX} tonnibut kaanaan {XXX} kaanaan sundaribakki {XXX} sundaribakki elllavarum {XXX} 	1	Positive
ml_sen_192	Triller Kandal ariyam  Padam sooperhit aanu enn	triller kandal {XXX} kandal ariyam {Positive} ariyam padam {XXX} padam sooperhit {XXX} sooperhit aanu {XXX} 	1	Positive
ml_sen_193	Super Cinema... Really a thriller movie... Kanditt sahikyilla... Sangalpikyaan koodi Vayya anganoru avastha .... Kidilan movie	super cinema {XXX} cinema really {XXX} really a {XXX} a thriller {XXX} thriller movie {not-malayalam} movie kanditt {unknown_state} kanditt sahikyilla {XXX} sahikyilla sangalpikyaan {XXX} sangalpikyaan koodi {XXX} koodi vayya {XXX} vayya anganoru {XXX} anganoru avastha {XXX} avastha kidilan {XXX} 	1	Positive
ml_sen_194	Entammo...polli kl8 kdavukalkku like adikaanulla nool	entammopolli kl8 {XXX} kl8 kdavukalkku {XXX} kdavukalkku like {XXX} like adikaanulla {XXX} 	2	unknown_state
ml_sen_195	Ijjathi...ente ponne...namichu ikka nigale...mamangam maha yudham	ijjathiente ponnenamichu {XXX} ponnenamichu ikka {XXX} ikka nigalemamangam {XXX} nigalemamangam maha {XXX} 	1	Positive
ml_sen_196	Edo thallu menone direction padikanonkil rajuvetante aduthu chenna enganeyanennu padipichu tharum ?	edo thallu {XXX} thallu menone {XXX} menone direction {XXX} direction padikanonkil {XXX} padikanonkil rajuvetante {XXX} rajuvetante aduthu {XXX} aduthu chenna {XXX} chenna enganeyanennu {XXX} enganeyanennu padipichu {XXX} 	2	unknown_state
ml_sen_197	Big b ikka annum innum top lookillum abhinayathilum	big b {Positive} b ikka {XXX} ikka annum {XXX} annum innum {Positive} innum top {XXX} top lookillum {XXX} 	1	Positive
ml_sen_198	Mammoka mass's super Entae videoum kudae kaanu	mammoka masss {XXX} masss super {XXX} super entae {XXX} entae videoum {XXX} videoum kudae {XXX} 	1	Positive
ml_sen_199	Ith pokkiri rajayude appanayitt varum enn thonnunnavar ivide like adi	ith pokkiri {XXX} pokkiri rajayude {XXX} rajayude appanayitt {XXX} appanayitt varum {XXX} varum enn {XXX} enn thonnunnavar {XXX} thonnunnavar ivide {XXX} ivide like {unknown_state} 	2	unknown_state
ml_sen_200	Etten fan anenu njan veendum teliyichirikunu	etten fan {XXX} fan anenu {XXX} anenu njan {XXX} njan veendum {XXX} 	1	Positive
ml_sen_201	Ijjathi.... Mammookka..  unni achuthan... Maamangam	ijjathi mammookka {XXX} mammookka unni {unknown_state} unni achuthan {XXX} 	2	unknown_state
ml_sen_202	0:50  AbrahamQureshi unnum alla enn paranj mamukka lalettan fans sahikumo athano ini dislike adichath🤔	050 abrahamqureshi {XXX} abrahamqureshi unnum {XXX} unnum alla {XXX} alla enn {XXX} enn paranj {Negative} paranj mamukka {XXX} mamukka lalettan {XXX} lalettan fans {Positive} fans sahikumo {XXX} sahikumo athano {XXX} athano ini {XXX} ini dislike {XXX} 	1	Positive
ml_sen_203	Padam polikkum. Ikka marana mass	padam polikkum {Positive} polikkum ikka {unknown_state} ikka marana {Positive} 	1	Positive
ml_sen_204	Madhu raaja comments nokeepam Andhra pradeshikal. Ivda tamil natukar	madhu raaja {XXX} raaja comments {XXX} comments nokeepam {XXX} nokeepam andhra {XXX} andhra pradeshikal {XXX} pradeshikal ivda {XXX} ivda tamil {XXX} 	2	unknown_state
ml_sen_205	Super ..But why so many dislikes ? surprising	super but {Mixed_feelings} but why {XXX} why so {XXX} so many {XXX} many dislikes {XXX} 	1	Positive
ml_sen_206	Ithoru kidilol kidilan item ayirikum..katta waiting ikkaaa	ithoru kidilol {XXX} kidilol kidilan {XXX} kidilan item {XXX} item ayirikumkatta {XXX} ayirikumkatta waiting {XXX} 	1	Positive
ml_sen_207	Manju chechiiiiii n lalettan back again	manju chechiiiiii {XXX} chechiiiiii n {XXX} n lalettan {XXX} lalettan back {XXX} 	1	Positive
ml_sen_208	Ow nta bapaa...aa kaaakki shert  sleeve madakkiyulla varavu...allanu..rrrrromam yeneet ninnu...	ow nta {XXX} nta bapaaaa {XXX} bapaaaa kaaakki {XXX} kaaakki shert {XXX} shert sleeve {XXX} sleeve madakkiyulla {XXX} madakkiyulla varavuallanurrrrromam {XXX} varavuallanurrrrromam yeneet {XXX} 	1	Positive
ml_sen_209	Uff romanjam kond irinaduth ninn njan enit ninn poyi	uff romanjam {Positive} romanjam kond {Positive} kond irinaduth {XXX} irinaduth ninn {XXX} ninn njan {XXX} njan enit {XXX} enit ninn {XXX} 	1	Positive
ml_sen_210	Mamooka realistic padam cheyan thirumanicha sthithikk lalettan koodi onnu realistic padangal cheyyanamennu agrahikunnavar undel like adiku	mamooka realistic {XXX} realistic padam {Mixed_feelings} padam cheyan {XXX} cheyan thirumanicha {XXX} thirumanicha sthithikk {XXX} sthithikk lalettan {XXX} lalettan koodi {XXX} koodi onnu {XXX} onnu realistic {XXX} realistic padangal {XXX} padangal cheyyanamennu {XXX} cheyyanamennu agrahikunnavar {XXX} agrahikunnavar undel {XXX} undel like {unknown_state} 	2	unknown_state
ml_sen_211	cinema kandu adipwli aayrnnuuuu njn oru ettan fan aanu pakshe enik ishtapettu jai super	cinema kandu {unknown_state} kandu adipwli {XXX} adipwli aayrnnuuuu {XXX} aayrnnuuuu njn {XXX} njn oru {Positive} oru ettan {Positive} ettan fan {Positive} fan aanu {Positive} aanu pakshe {XXX} pakshe enik {XXX} enik ishtapettu {XXX} ishtapettu jai {XXX} 	1	Positive
ml_sen_212	Poli poli poli 🥰🥰🥰chende bgm wooow	poli poli {Positive} poli poli {Positive} poli chende {XXX} chende bgm {XXX} 	1	Positive
ml_sen_213	Dislike adikan vanna haters ithe ningak patiya area alla ninteyoke rayaye kandam vazhi oodicha trailer aaan @£ucifer#loading	dislike adikan {Negative} adikan vanna {XXX} vanna haters {XXX} haters ithe {XXX} ithe ningak {XXX} ningak patiya {XXX} patiya area {XXX} area alla {XXX} alla ninteyoke {XXX} ninteyoke rayaye {XXX} rayaye kandam {XXX} kandam vazhi {Negative} vazhi oodicha {XXX} oodicha trailer {XXX} trailer aaan {XXX} 	0	Negative
