id	text	label	category
ml_sen_1259	adipolioru pulimurugan effectbut kuzhpm ilaa mammookkaa	3	Mixed_feelings
ml_sen_1260	 k dislikes   before trailer release 	0	Negative
ml_sen_1261	Kidu adar item  From a kaataa laleetan fan	1	Positive
ml_sen_1262	Poli itemSupport from ettan fan  	1	Positive
ml_sen_1263	Enne arelum ivdnnu koottikkondu pokaamorepeat mode on more than  timeskidu bgm	1	Positive
ml_sen_1264	katta ikka fansinte fb page anu support	1	Positive
ml_sen_1265	Ini idikanno siree venda uruttaam kalki avatharam loaDing appo ini Fdfs	1	Positive
ml_sen_1266	Arenkilum oru like tharumo Punyam kitum	2	unknown_state
ml_sen_1267	Kidilam trailer   from a edikatta Mammokka fan	1	Positive
ml_sen_1268	lolante lucifer kand kaananthooni  vannavar	2	unknown_state
ml_sen_1269	Apooo engane pillere teater poora parabu aakuallleee	0	Negative
ml_sen_1270	Cant cant cant cant cant wait ohhhhhhiiiiiii love u lalettaa	1	Positive
ml_sen_1271	Annan poliyaan ishtamullavar adi like button	2	unknown_state
ml_sen_1272	Porinju mariam jose review by kid	4	not-malayalam/tamil
ml_sen_1273	Mamooka ingalu orum sambavam Alla ithihasam thank you	1	Positive
ml_sen_1274	Mammokka fans like button adich tholakk makkale	2	unknown_state
ml_sen_1275	ikka fans kandit like adichit poyi	2	unknown_state
ml_sen_1276	Njan matgramannoo eee cinema kk venddii wait cheyyunne	1	Positive
ml_sen_1277	Sunny chechi ye Kanan vanahvar like adi	2	unknown_state
ml_sen_1278	Ithu  m mamankam  m cross cheyuvayirikum	1	Positive
ml_sen_1279	Lucifer thannee sheenam maarillaa aduthu kootheraaaaa thaaa	1	Positive
ml_sen_1280	Late ayalum latest aayee ikka varuu	1	Positive
ml_sen_1281	Lalettaa Ormavecha naalu muthal malayalikalude aaavesamaya lalettaaa	1	Positive
ml_sen_1282	Jayamravi fans selam Ungalallavarum mammooty sir k support pannungo Mammooty sir Great fans selam jayamravi fans	4	not-malayalam/tamil
ml_sen_1283	FABULOUSLOVINGITS SOMETHING MORE SPLWAITING  THE LEGENDARY ACTIONS	4	not-malayalam/tamil
ml_sen_1284	Ijjathi kuru trailer releaseinu mumbe ikka fans dislike adikan thudangiyo	0	Negative
ml_sen_1285	adipoly making vismayam  gambheera dlg delvry waiting 	1	Positive
ml_sen_1286	Trailer kollambut oru mass bgm illagopi sundar mathiyayirunnu	3	Mixed_feelings
ml_sen_1287	ee vaga items okke kandu maduthadeoru maatavumilla	0	Negative
ml_sen_1288	Lalettan poli etra Kali kandath odakathe EE kalikudi veno	1	Positive
ml_sen_1289	Kidukki  Last  punch romanjam	1	Positive
ml_sen_1290	nyc but best actor poley aayaaal seriyaavilla	3	Mixed_feelings
ml_sen_1291	 mass level  Fdfs urappichavar like adikku	1	Positive
ml_sen_1292	KATTA WAITINGBGM POLICHU ORU RAKSHAYUMILLASUPERMEGASTAR MAMMOOKKA	1	Positive
ml_sen_1293	CBSE kaarkk ini state pillarde vaka verppikana trolls ini ividam muthal thurangukayan soorthukkale 	1	Positive
ml_sen_1294	I like lalettan from Coimbatore Nandhini	4	not-malayalam/tamil
ml_sen_1295	Do panjavarna tatha kandu karajhatha vendum karayipiko 	1	Positive
ml_sen_1296	Ithrayum nalla oru trailer kittiyittum Viewsinte avastha shojaneeyam thanne	3	Mixed_feelings
ml_sen_1297	Adutha kodaali padam looks like master piece 	0	Negative
ml_sen_1298	Hindukallku Ivn Ravanan Muslingalkku Ivan Ibleees Christhianikallkidayil ivn Otta Perry ollu LUCIFER	1	Positive
ml_sen_1299	Lucifer  kodi adikkumennullavar adi like	2	unknown_state
ml_sen_1300	Lalettaaa vere lvl  mass waiting	1	Positive
ml_sen_1301	 hours  million viewrs k like	2	unknown_state
ml_sen_1302	Filim odiyane pole avathirunna mathiyayirunnu	3	Mixed_feelings
ml_sen_1303	k views in just  minutes	4	not-malayalam/tamil
ml_sen_1304	Kodukke makkalllee ikkakkee oru like	2	unknown_state
ml_sen_1305	big fan of lalettan from tamilnadu	4	not-malayalam/tamil
ml_sen_1306	I saw rajuettan at  min	1	Positive
ml_sen_1307	lalettan Polichu adukki oru rakshyum Illaa	1	Positive
ml_sen_1308	Thalaaaa maranam mohanlal  From Chennai 	4	not-malayalam/tamil
ml_sen_1309	ADIPOLLI  STOREY AJU IKKA  MASS	1	Positive
ml_sen_1310	Ee cinimayil prithviraj mikkavarum guest roleil kaanum	2	unknown_state
ml_sen_1311	Jayettante aadyam  koodi kayarunn urappullavar like adi	2	unknown_state
ml_sen_1312	Yaen da kandaara voli halaneengalaey st trendingnu potu viduveengalapatti koodharai halaTrending  da	2	unknown_state
ml_sen_1313	THE FACE OF INDIAN CINEMA Mammookkaaa	4	not-malayalam/tamil
ml_sen_1314	Katta waiting aay ullavar like adikk	2	unknown_state
ml_sen_1315	Ikka   pwolikkum   bgm pwolichu	1	Positive
ml_sen_1316	Marakkar  movie waiting	4	not-malayalam/tamil
ml_sen_1317	Eee padam pwolikum Aah  anu eee comnt	1	Positive
ml_sen_1318	Pokkiriraja kazhinjit madhuarajak wait cheyunnavar like adi makkale	2	unknown_state
ml_sen_1319	Ithinu apurath oru trailer illa	1	Positive
ml_sen_1320	Luciferum ayite kurachu samyamille ee trailerinnu	3	Mixed_feelings
ml_sen_1321	fans show ku pokunavar Like chy ethra per undanu nokatee	2	unknown_state
ml_sen_1322	Ikka katta waiting onnu pettanu ita kolamayirunnu	1	Positive
ml_sen_1323	Odiyaan Laletttaaa oru Sambhavam thannneeee	1	Positive
ml_sen_1324	Ippo E comments vaayikkumbalu Nalla Sukhondu	0	Negative
ml_sen_1325	 minutes k likes  k viewer Just Mohanlal Thingss	4	not-malayalam/tamil
ml_sen_1326	 K mohanlal fans  Dislike 	0	Negative
ml_sen_1327	Pls dont degrade this film nammalkkum big budget films undavatte  by a Mohanlal fan	4	not-malayalam/tamil
ml_sen_1328	Eee padam pottum enn abiprayam ullavar evde Like cheyuka	2	unknown_state
ml_sen_1329	june nu Oru addar item varunnund  Derick Abraham	1	Positive
ml_sen_1330	Wow Goosebumps laletan fan aaya enik varee kitti	1	Positive
ml_sen_1331	Raavile views ethrayayi ennu nokan vannavar evide come on	2	unknown_state
ml_sen_1332	Mamangam Trailer  Hit A like	4	not-malayalam/tamil
ml_sen_1333	Lalettan and odiyan fans like adikku	4	not-malayalam/tamil
ml_sen_1334	Fake liker pidichu ikka oombi	1	Positive
ml_sen_1335	Oru pulimurugan feel enku mathramano thonniyathu	3	Mixed_feelings
ml_sen_1336	Durantham poojapura jimittolikal dislike aayi irangeetundhaha	0	Negative
ml_sen_1337	Ekkakkum Akkakkum Mohanlal fansinte full support undakum	1	Positive
ml_sen_1338	Ith oru maranamass trailer akum enn urapullavar like adikk	1	Positive
ml_sen_1339	Lalettan paranjal kanathe pattume   Lalettan ishtam	1	Positive
ml_sen_1340	Taken Enna movie pole aavum enn thonnunnu	3	Mixed_feelings
ml_sen_1341	 MINUTES MARANAMASS TRAILER  KATTA WAITING  MANJU MASS LALETTAN MARANA KOLAMASS	1	Positive
ml_sen_1342	Mammoonny  Komali Loka tholvi Sammathikkunnavar Like Adikku	2	unknown_state
ml_sen_1343	Enta ponno eppolu ntha oru ethu	1	Positive
ml_sen_1344	k views and k likes	4	not-malayalam/tamil
ml_sen_1345	Nasik doll tiltle bgm aane highlight	1	Positive
ml_sen_1346	Mohanlalile ishtapetta vekthiyayirunnu njan pakshe superstar sarojkumar enna movie kandathinushesham enikkmanassilayi	1	Positive
ml_sen_1347	ivaruku ivlo age nu sonna evan nambuvan	1	Positive
ml_sen_1348	Kanditt Amala Paul Aadai tamil mattoru version aanu ennu thonnunu	3	Mixed_feelings
