text	category
mass kola mass tovino polichadukii tovino uyirr annuu	Positive
annyaayam romanjam ikkaa	Positive
sunny chechinte song kelkkan waiting	Positive
john abraham palakkal marana mass mammookka	Positive
adichu makkale 10m epozhm trailer kanunnavar undo	Positive
within 3hrs 212k views	Negative
oru aradhakan avanayi oru katha menanju aradhakan stronganekill avan double strong anu prithvi lalettan	Positive
sira avan shardichu pakshe maala kittila ini idikkano venda kutta oruttam	unknown_state
all best mammokka team mamangam mammokka fans like	Positive
woww amazing katta waiting ikka and unni super	Positive
muvattupuzha kaar ondo ee padam shoot cheytat ivadaanu	unknown_state
capable actress nte nirayilekk baby mol varumennullavar	unknown_state
odiyane thakarkkan kanji vilambi nadannavarkku ulla chicken biriyani oru biriyani edukkatte chetta	unknown_state
mamuka super unda will super	not-malayalam
atom bomb	Negative
this is i needed laletta rajuvetta	not-malayalam
mammokka ponnikka happy birthday love you	Positive
lalettan annum innum ennum mollywood raja	Positive
ingeru karanam abhimanikkam oroo malayalikkum	Positive
i like dulqer salman and mummooka acting	not-malayalam
kalki tovinothomas look vera level	not-malayalam
pisharadoyude padathil abinayikan kanicha a manasundaloo athanu mamooka	unknown_state
aval aa kadele freezer il alle ithipo kadha motham ondallo trailer il	unknown_state
lucifer being 3rd most viewed malayalam trailer aayi after aadu 2 and bahubali	not-malayalam
ithu tamil movie ah illa malayalam movie ah mostly tamil dialogue in malayalam slang p	Mixed_feelings
oru rekshayum illa makkale polii action scenes	Positive
ith arabikkadalinte simhamalla hippo pottamaas kunjali marakkare baahubali dressokke itt priyadarshan abhamanikkunnu cashing vendi charithrathe valachodikkunnu	Negative
ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi	unknown_state
meraa ghar west bungal i love mammookka	not-malayalam
trailer kanditt padam hit aanenn thonnunnu	Positive
l like mammooty sir filim	not-malayalam
nta daivamme ponnu laletta ningal muthannu	Positive
neerali trailer 945k views abrahaminte santhathikal 2million viewd	not-malayalam
adutha masterpiece aavum mammookkayude	unknown_state
vere level love you laletta	Positive
mollywood stylish aavanmenkil namude ikka tanne varanam mega star	Positive
simha thailvaa ie pravasham double strongalla triple strong raja solunathdanda seyuve seyunate mathram soluve mammookkaa polikkum	Positive
the king is back born to win	not-malayalam
kashtapettu unlike cheyyunnavar aaruda fans ennathinu samsayamilla iniyatra unlike adichalum avarkariyam padam records bedikumennu	Negative
last thalaiva tonum ikkante jumbum	unknown_state
saleem kumarinu old look pokkiri rajayile look aayirunnu kooduthal chercha	Mixed_feelings
pakkadane pore kaliyude aattathe march 28	unknown_state
1 44 mammookkaa mammookkaa unni mugundhan okkee endhuu	unknown_state
manju ival ithilum ondoo naasham apo ee padavum njjn kaanunnilaa	Negative
lalettan fans from tamilnadu like here	not-malayalam
theriyumille raja seyyarthu tha solluva sollarthu mattum tha solluva	not-malayalam
ith orumathiri thelungu padam pole undallo	Mixed_feelings
oru pakshe yennum oru thavana yenkilum minimum ellaarum kaanunna trailer ithaayirikkum no doubt	unknown_state
muthaapooyy hoo yy odiyan loading	unknown_state
megastar mammootty mamangam m padmakumar malayalam movie	not-malayalam
ndh kadippada 13k dislike adichavark nallath kanda nallathenne parayanm atra chorinnindanki valla mullu murikinm ker myrole	Positive
luv u laletta katta fans undo prithviraj fans hit like	unknown_state
dislike adicha 9 5 k dislikeolikalkkulla adi kodukkanulla nool	Negative
kurch colour koodi poyo ennoru samshayam	Mixed_feelings
cinima hitt akumenn karutunnavar like	unknown_state
video hay nhung sao lai danh nhau vay	not-malayalam
charithra cinema cheyyan annum innum mammukkaye vellan oruthanum illa kidiloski trailer	Positive
1 3 k dislike adichath eath kundamaran	unknown_state
ithu pwolikkum sudaani from nigeria movie eavdokyo manasil oodi vannu	Positive
good luck ikka from lalattan fan	Mixed_feelings
t h e c o m p l e t e a c t o r	not-malayalam
super ikka hbd our der mammukka	not-malayalam
trailer yethra pravashyam kandenn yenikkane ariyilla	Positive
sheriya eattante eathra kali namallu kandittullatha hehe	unknown_state
enna lookanu ikka u r the best	Positive
ikka ki jai powli trailer onum parayan ella super mass	Positive
oru raksha yil laleetan polichuu rajuettan nega vare level annuu	Positive
happy new year lalettacinema kanduketto love u	Positive
sambavam kidukki fight parappich parappich thelung kadakkuo	Mixed_feelings
box office nte kaaryathil oru theerumaanamaay	Positive
arenkilum oru karayam sredhicho narasimham film ile bgm puthiya rupathilakki	unknown_state
tovino machanzz oru rakshayumilla waiting for kalkki	Positive
robot comedy super nit fame sooraj aanenn aarkkokke ariyam	unknown_state
mamangam oru mamangamaayi thanne kondadum great	Positive
that vili ettan	unknown_state
mammooka here in abudhabi trailer madura raja	not-malayalam
aahaa negative comment aayi kure pannikal vannalloo	Negative
dileepettante kudumba cinema kaathirikkunnavar please like	unknown_state
ithu polikkum surajin kodukk oru like	Positive
vedikettu ee vecation lucifer kondupoyi makkale lalettan rajuettan	Positive
chila undertaker toon aduku manakunondu sradhichu kakanaam	Mixed_feelings
aha ithu pulimurugan trailer pole undallo aghane thonnivar adi like	Mixed_feelings
trailer nte pokku kandattu valya pratheeksha illa nammade george ettans pole	Negative
onnum parayanilla ikka ee role polichadakkum enn sure	Positive
dis like adikkunnavanmark ethire like adikkan button	unknown_state
malayala cinemayude range enthanen ariyan erikkunathe ullu mamangam	Positive
poli l	Positive
inn poyi padam kandu uff oru rakshayum illa polii	Positive
cherudaaytt thegreatfather bgm vanno ennoru doubt first	Mixed_feelings
malayala cinemayude ore oru rajavu lalettan	Positive
story ere kore pidi kitti kazhinju	Mixed_feelings
mass trailer lalettaa oru rakshayumilla pwolichu lalettan muthaanu prithvi sarikum njettichu lalettan prithvi lucifer blockbuster lalettan ishtam	Positive
itrayum nalla padam ee oola channelil enthinna ittee	Negative
503k for madura raja teaser	not-malayalam
avasanam oru superman puchu ude mamukka powlikum kude madura rajayum	Positive
e trailornu unlike adicha ella oolakalkum	Negative
pls dub to tamil	not-malayalam
eee padam ettu nilayil moonchum	Negative
trailer kand chiri vannavar ivide like adi	unknown_state
pulimurukan trailer ano kanunath	Mixed_feelings
trailer kandal ariyam nalla oombiya padam aanunn	Negative
lov uu ettaa romajam vanu chavum	Positive
no raksha mammokka poli ikka fans like here	unknown_state
pridhviraj sukumaran you are a genius	not-malayalam
uff uff uff ijjadi ikaa ponnikkaa	Positive
ithrayum predisha koduthittu adutha odiyan akathirunna mathiyayirunnu	Mixed_feelings
2 million viewrs uff mammookka	not-malayalam
kgf poleyulla padam kanda feel kidilam	Positive
tamil la dubbing panni relese pannunga	not-malayalam
enthu myru dailogado ikkayude ketitile athu pole para mo e	Negative
jayasurya mass look and super trailer	Positive
kola mass ennu thoniyavar evdea like adiku	Positive
please koi bantyega movie ki release date kya hai	not-malayalam
venda kuttaa uruttaam uff	unknown_state
raja 2 teaserinu shesham kaanunnavar like	unknown_state
padam kazhinju trailer veendum kandavar like adikku padam trailer pole alla	unknown_state
nivin pauli annel ithe oru onnonnara padam ayene	Mixed_feelings
nannayi onnu poliyunna lakshnm unde thrill maintain cheyan ayillenkil	Negative
27k dislike adichaa teamsne polikkunnaver evide like adichee lal ettan vaadaa	unknown_state
5 million aya ennu nokkan vannvarundo	unknown_state
supr trailer oru vettame like adikkan pattullu ennoru sankadam athra kidu trlr	Positive
ikkha mess aanu mamookkha dq	Positive
super aakumennu ariyamayirunnu pakshey etu maha maha sooper	Positive
i cant wait i cant wait	not-malayalam
namukkokke telugu action padam ishdamanu ithippo telung padam pole undall the best	Mixed_feelings
1 34 il backil nilkunath prithviraj anennu toniyath eneke matram ano	unknown_state
onnum parayaanilla kaathirikkunnu lucifer ney kaanaan prithvirajj polichuttoo iniyum porattey cinemakal muralii ingalu muthaanu	Positive
full pulimurugan cast ith polikm muruga nee theerneda	Positive
plzz put to all tv program	not-malayalam
190k views 195k like poli thanne youtube ilum tallu tudangiyiale	unknown_state
ethi poy sec nokki nikkunnavar adi muthe like	unknown_state
supportsajeevpillai if you are a cinema lover	not-malayalam
ikka fans like here and maranamass	Positive
lalettan pola dialogues parayan arakum kazhiyal agakathum ella	unknown_state
njan oru lalettan fana ennalum enikk teaser ishtappettilla	Negative
17k views in 1hr 10k cmnts	not-malayalam
iam from punjab iam big fan of mohanlal	not-malayalam
oru rakshem illaa lalettan prithvi	Positive
rajaede pillar strong anell ettante pillerr strongoo strong	Positive
mammukka kalakam super trailer rajaiuda team double strong alla trouble strong annu	Positive
climax scene kandit ithinu oru second part venammenu agrahikunnavark like adikanulla coment	unknown_state
eee traileril tovinoya kondaapol rahul gandiya ormma vannavar evida like adi	unknown_state
superb trailer i have ever seen	not-malayalam
thirakku kettan sunny chechiyokkee venam lee	unknown_state
banal trash panavum nashtam samayavum nashtam	Negative
sunny chechide dance kaanan wait cheyyunnaver like adi ahaa	unknown_state
dislike adichavarode enik parayanullathe ikka uryir	Negative
ente ponno rajuvetta namichu lalettan is back	Positive
22k views ennanallo kanikkunne but 140k olam likes und athentha angane	unknown_state
e adaar item adaar item ennu paranchal entha ennu eppalla manasilayathu	Positive
super super super bumber mega hit	not-malayalam
poraa pratheeksha illa tovi voice rendering sradhichitilla camera	Negative
lalettan fans like adii	unknown_state
mammokka superb glamour but trailor nirashapeduthi	Mixed_feelings
trailar mas padam marana mas rajayum pillarum kali thudagi pakalam	Positive
ikka	Positive
stephene kaanan nale aarokke varunnundee	unknown_state
diriection mosamanu ennoru thonnal oru feel varunnilla	Negative
love from tamilnadu mohanlal evergreen star	not-malayalam
ente ponnoo ejjathi ithu malayalathinte oreoru mamangam	Positive
lalettan fan waiting for mammookka s 200 crore _mamaankam	not-malayalam
pottum aenne urappayi inne aethra nilayil pottum aennum koodi nokkiya mathi	Negative
vishakinte page allade vere onnum kityille subcribe cheyyann 38 k ane adil agge illed minimum 500 k vews ille subcribr kitenamayirunnu	Negative
duper hit aavatte mammookka	Positive
dislike adikkunnavan mar kandoo lalettan puthiya adar item	Positive
romancham vanna trailer and lalettante vaadaa ith pwolikkum	Positive
ethra kandalum veendum kanan thonunna trailer	Positive
ente ponnu kiduve ikkaa kidu bgm	Positive
e movie full kittaan valla vaziyum ndo	unknown_state
oompitharam alle mr producer	Negative
face of indian cinema ikka	unknown_state
idivattu sugunan avedaa suraj undo vyshak sir	unknown_state
happy birthday ikkaa	not-malayalam
best of luck ikka	not-malayalam
once a king always the king mamookaa	not-malayalam
wow katta maas movie waiting	Positive
ikkade unda entha maati veche release	unknown_state
oru rakashayum ella ikka polichu	Positive
teluguvilum tamililum dub cheyth irakando athine patti news onnum ketillalo	unknown_state
lucifer rajuvettan malayalcinemakku nalkan pokunna ponthuval lalettann awaiting for your devil lucifer	Positive
16k view 85k like 8 5k dis like	not-malayalam
derick abraham in swag hu	not-malayalam
lokathilie ettavum mikacha nadan	Positive
2300 dislikes trailer kanathe oohikalloo arokeyayirikumennu	Negative
00 42 njangade grand center mall muvattupuzha	unknown_state
terror bgm theater ilakki marikkunna item aanenn oru soochana iam waiting	Positive
poli oru rakshayum illa dileep ettan	Positive
ethu 18 alla ethu athukum mele ulla padi anu	Positive
next odiyan akuo en oru doubt	Mixed_feelings
16 k views 71 k like wonderful	not-malayalam
annum inum ee manilla natturajavuu lalettan matram ettan ishtam	Positive
super movie lalettan oru rakshella	Positive
cinema kandittu vanna njan matrm aano	unknown_state
pazhkkam koodubol veeryam koodunna veenanu ikka	Positive
romanjification love you laletta ithu pwolikkum	Positive
nte laletta idikatta waiting aa ummah theatre pooraparambha urappaa	Positive
pokkirirajaykk murukanil undaya pole oru chayakachal enthayalum kollam	Mixed_feelings
camera chaithirikkunnathu nalla pakka pakka nalla dop orupadishtay	Positive
dislike adichirikanadu lalappan tenddikalairikum kolani valangal fuu	Negative
ikka fan alla ennalum ith ikkade etavum valiya blockbuster avate ennan agraham	Positive
trailor ok kozapilla enni movie kandal ariyam	Mixed_feelings
mammokhaa 69 vayyas ayye annetum look entaa ponoo	Positive
cinema virodhikal dislike aayittu ethiyalo nthado nannaavaathe ikkayeyum ettaneyum verukaan ngane pattunnu keedangale	Positive
ithilum nallath pulimurugan trailer onnoode kanunnath aayirunnu	Negative
lalettnje engne kanan agrahichu ath angne namnal kandu	Positive
dislike alla lappantta makkalum anta nadu veral	Negative
1 01 prithviraj anenn manasilayavar like adik	unknown_state
support cheyyan lalettan fans undoo ivide	unknown_state
fight scene kandupidikan peter hein vallandu bhudhimuteenu thonunu pulimurugan poleye illa	unknown_state
enatammo pwoli itemm marana mass trailer	Positive
eth kandappooll prithvi rajinee ormavannavar like adii	unknown_state
fdfs locked megastar mamookka	Positive
inganathe oru padathin vendi aayirunnu kaathiripp avanteyokke friendshipum romanceum chaliyum masalayum kand maduth	Positive
lalettan massaa verum mass alla kolamass lalettan ki jaii	Positive
ethra alinja oru padam mr mammotty nirthi poekode do	Negative
mohanlal fans hit like in telugu	not-malayalam
triler kanathe dislike cheyyunnavarkk ente prenamam yogikunnavar like	unknown_state
polichu trailer by suriya fan padam polikum	Positive
international schoolil padikkunnavar dha ivide unnu amarthikke	unknown_state
kashtepettu kura dislike nganatha ora teams dislike adikana fansinte padam nala padamanena paranjitole nganatha ora matavanmaree kashtamm	unknown_state
telugu padathinte remake vallom aano	unknown_state
oru reksham ella mass atra parayan epol patuu laletan polychu	Positive
mammooty fans adi oru adipoli like	unknown_state
1 35 aa purakil nikkunnath prithviraj aano	unknown_state
28 enna divasathinayi wait cheythu irikkunavar like adicho	unknown_state
trailer kaanikan udheshichavar padam full kaanichu ithilude best	Mixed_feelings
super trailer avasanam guhan vannu orginality kalanju	Mixed_feelings
ooh mass ennoke paranjal para mass lalettan kii	Positive
