vera	909_Positive
lekin	005_not-Tamil
raha	005_not-Tamil
jo	005_not-Tamil
aap	005_not-Tamil
vivek	005_Positive
visuwasam	005_Positive
varanu	005_Positive
unmayana	005_Positive
ulaga	005_Positive
tym	005_Positive
tvaivaal	005_Positive
trading	005_Positive
then	005_Positive
thaana	005_Positive
sridevi	005_Positive
smile	005_Positive
sirapaana	005_Positive
seruppadi	005_Positive
semaiya	005_Positive
revenge	005_Positive
porandhu	005_Positive
paththaathu	005_Positive
pannitinga	005_Positive
pangali	005_Positive
pakuringa	005_Positive
pakuravanga	005_Positive
pakurathu	005_Positive
pakravanga	005_Positive
narayya	005_Positive
legend	005_Positive
kadaisiya	005_Positive
kaatta	005_Positive
irukkumnu	005_Positive
gud	005_Positive
fav	005_Positive
erukinge	005_Positive
endrum	005_Positive
eduthukuvanunga	005_Positive
eduthukave	005_Positive
cvf	005_Positive
cinematography	005_Positive
chidambaram	005_Positive
check	005_Positive
before	005_Positive
awards	005_Positive
asurathanam	005_Positive
another	005_Positive
announcement	005_Positive
aha	005_Positive
aatam	005_Positive
800	005_Positive
5m	005_Positive
41	005_Positive
39	005_Positive
10th	005_Positive
kgf	005_Positive
paavam	005_Positive
date	005_Positive
kanna	005_Positive
baap	005_Positive
trend	005_Positive
cmnt	005_Positive
42	005_Positive
varla	005_Positive
sad	005_Positive
irutha	005_Positive
viswasama	005_Positive
neram	005_Positive
aalu	005_Positive
gaandla	005_Positive
dis	005_Positive
varinga	005_Positive
duper	005_Positive
thalapathy64	005_Positive
dub	005_Positive
pandra	005_Positive
edutha	005_Positive
70	005_Positive
thane	005_Positive
saw	005_Positive
worth	005_Positive
ayoo	005_Positive
adu	005_Positive
bachan	005_Positive
24	005_Positive
point	005_Positive
irruka	005_Positive
edho	005_Positive
athan	005_Positive
vidamaten	005_Positive
blue	005_Positive
starting	005_Positive
win	005_Positive
mathri	005_Positive
appadiye	005_Positive
ntr	005_Positive
hahaha	005_Positive
osm	005_Positive
yea	005_Positive
nadippin	005_Positive
kannu	005_Positive
jackson	005_Positive
gommala	005_Positive
list	005_Positive
illai	005_Positive
black	005_Positive
poren	005_Positive
gaandula	005_Positive
vilunthu	005_Positive
section	005_Positive
inimey	005_Positive
expect	005_Positive
evanda	005_Positive
etho	005_Positive
twitter	005_Positive
sariyana	005_Positive
min	005_Positive
levell	005_Positive
kelvi	005_Positive
inorthara	005_Positive
apadi	005_Positive
100k	005_Positive
yan	005_Positive
kalyan	005_Positive
sami	005_Positive
tharama	005_Positive
sakthiman	005_Positive
reason	005_Positive
paapom	005_Positive
interesting	005_Positive
daii	005_Positive
change	005_Positive
13	005_Positive
yarlam	005_Positive
vanthinga	005_Positive
sirr	005_Positive
saar	005_Positive
poodunga	005_Positive
nenachu	005_Positive
left	005_Positive
lady	005_Positive
conform	005_Positive
basha	005_Positive
4m	005_Positive
kutti	005_Positive
kanom	005_Positive
intro	005_Positive
gun	005_Positive
aavathu	005_Positive
28	005_Positive
14	005_Positive
her	005_Positive
aprom	005_Positive
varusham	005_Positive
tharanum	005_Positive
eruke	005_Positive
25	005_Positive
sathyama	005_Positive
pandravan	005_Positive
saami	005_Positive
malaysian	005_Positive
ille	005_Positive
wonderful	005_Positive
vettri	005_Positive
sivaji	005_Positive
pappom	005_Positive
pakkaa	005_Positive
nerunga	005_Positive
nayagan	005_Positive
massuu	005_Positive
maranna	005_Positive
inniki	005_Positive
ilama	005_Positive
edhuku	005_Positive
azhagum	005_Positive
atleast	005_Positive
army	005_Positive
aguthu	005_Positive
aanalum	005_Positive
ummaa	005_Positive
total	005_Positive
stunning	005_Positive
single	005_Positive
pakkura	005_Positive
paartha	005_Positive
october	005_Positive
nd	005_Positive
maadhiri	005_Positive
lite	005_Positive
ghibran	005_Positive
ennamo	005_Positive
ellarayum	005_Positive
boys	005_Positive
box	005_Positive
allu	005_Positive
alagum	005_Positive
yeppavum	005_Positive
vishvasam	005_Positive
village	005_Positive
verithanamana	005_Positive
vazhthukkal	005_Positive
top	005_Positive
tharisanam	005_Positive
thann	005_Positive
thani	005_Positive
tapsee	005_Positive
taan	005_Positive
ss	005_Positive
sar	005_Positive
paninga	005_Positive
pakkama	005_Positive
manitha	005_Positive
mam	005_Positive
irukalam	005_Positive
girls	005_Positive
eyes	005_Positive
enum	005_Positive
edukka	005_Positive
asingapaduthuringa	005_Positive
alavu	005_Positive
agudhu	005_Positive
69	005_Positive
11m	005_Positive
08	005_Positive
average	005_Negative
kaththi	005_Negative
43	005_Negative
thu	005_Negative
aga	005_Negative
rip	005_Negative
odiru	005_Negative
mental	005_Negative
layae	005_Negative
gotha	005_Negative
81k	005_Mixed_feelings
bahubali	005_Mixed_feelings
tq	005_Mixed_feelings
vechu	005_Mixed_feelings
panravan	005_Mixed_feelings
soori	005_Mixed_feelings
mobile	005_Mixed_feelings
kollaama	005_Mixed_feelings
500k	005_Mixed_feelings
koncham	005_Mixed_feelings
certificate	005_Mixed_feelings
pathavaga	004_unknown_state
keela	004_unknown_state
put	004_unknown_state
sab	004_not-Tamil
dekhne	004_not-Tamil
dekha	004_not-Tamil
baat	004_not-Tamil
baad	004_not-Tamil
dubbed	004_not-Tamil
re	004_not-Tamil
hain	004_not-Tamil
nai	004_not-Tamil
ab	004_not-Tamil
rha	004_not-Tamil
bc	004_not-Tamil
jaye	004_not-Tamil
gaya	004_not-Tamil
mujhe	004_not-Tamil
ysr	004_Positive
yaralaa	004_Positive
y1	004_Positive
walk	004_Positive
vidalama	004_Positive
veda	004_Positive
vazthukal	004_Positive
varuvom	004_Positive
varumaa	004_Positive
vandhinga	004_Positive
vacha	004_Positive
vaazhga	004_Positive
ultra	004_Positive
tirunelveli	004_Positive
thevayanadha	004_Positive
thaliava	004_Positive
thale	004_Positive
thalavaa	004_Positive
thalaiyoda	004_Positive
thalaivaar	004_Positive
tee	004_Positive
suppuraj	004_Positive
superman	004_Positive
sumava	004_Positive
subbu	004_Positive
solitu	004_Positive
sola	004_Positive
sindhika	004_Positive
silai	004_Positive
serapana	004_Positive
seconds	004_Positive
samrat	004_Positive
salt	004_Positive
sachin	004_Positive
repeated	004_Positive
pullarikuthu	004_Positive
promising	004_Positive
porum	004_Positive
poromm	004_Positive
pollachi	004_Positive
polaa	004_Positive
piragu	004_Positive
pinni	004_Positive
picha	004_Positive
pettai	004_Positive
pazhaya	004_Positive
pathathu	004_Positive
parkuravanga	004_Positive
papen	004_Positive
panraru	004_Positive
panranga	004_Positive
panradhu	004_Positive
pangaligala	004_Positive
pakathana	004_Positive
paathalum	004_Positive
num	004_Positive
nirav	004_Positive
nerkondaparvai	004_Positive
nerama	004_Positive
naam	004_Positive
mugam	004_Positive
mrana	004_Positive
miga	004_Positive
melle	004_Positive
mella	004_Positive
meera	004_Positive
matu	004_Positive
massive	004_Positive
maathiriye	004_Positive
lyrics	004_Positive
lovely	004_Positive
lines	004_Positive
kudukum	004_Positive
koda	004_Positive
kattum	004_Positive
kalaila	004_Positive
kaipulla	004_Positive
kaana	004_Positive
judge	004_Positive
irukkura	004_Positive
irrukunu	004_Positive
irrukaru	004_Positive
ipaa	004_Positive
ioo	004_Positive
inoruthar	004_Positive
illaa	004_Positive
idhukku	004_Positive
frnds	004_Positive
form	004_Positive
fantastic	004_Positive
evergreen	004_Positive
ethunga	004_Positive
eruthu	004_Positive
energetic	004_Positive
effect	004_Positive
download	004_Positive
di	004_Positive
brilliant	004_Positive
bothu	004_Positive
bigg	004_Positive
bha	004_Positive
azhaga	004_Positive
asuraa	004_Positive
asiga	004_Positive
annaiku	004_Positive
analum	004_Positive
ambedkar	004_Positive
alagu	004_Positive
ago	004_Positive
adraa	004_Positive
68	004_Positive
400k	004_Positive
3k	004_Positive
21	004_Positive
pona	004_Positive
english	004_Positive
idhula	004_Positive
kadaisila	004_Positive
theriyala	004_Positive
alavukku	004_Positive
cell	004_Positive
arasiyal	004_Positive
ennoda	004_Positive
varatum	004_Positive
hits	004_Positive
200	004_Positive
irukunu	004_Positive
saamy	004_Positive
missing	004_Positive
kaandula	004_Positive
hoo	004_Positive
ama	004_Positive
vivegam	004_Positive
ivaru	004_Positive
str	004_Positive
lawyer	004_Positive
yappa	004_Positive
irukeenga	004_Positive
theva	004_Positive
mele	004_Positive
deii	004_Positive
dec	004_Positive
asingam	004_Positive
sivakumar	004_Positive
orama	004_Positive
opening	004_Positive
tollywood	004_Positive
promotion	004_Positive
paruthiveeran	004_Positive
need	004_Positive
side	004_Positive
sanga	004_Positive
police	004_Positive
logesh	004_Positive
2020	004_Positive
superhit	004_Positive
maranamass	004_Positive
othingiru	004_Positive
onum	004_Positive
max	004_Positive
leave	004_Positive
kuduthu	004_Positive
kattu	004_Positive
irukuthu	004_Positive
dont	004_Positive
sorry	004_Positive
madri	004_Positive
kitte	004_Positive
podra	004_Positive
flim	004_Positive
dekho	004_Positive
odathu	004_Positive
fake	004_Positive
athula	004_Positive
53	004_Positive
viswaasam	004_Positive
sariya	004_Positive
purinjavan	004_Positive
pochu	004_Positive
pattaya	004_Positive
pannuna	004_Positive
pakkalam	004_Positive
paakanum	004_Positive
else	004_Positive
citizen	004_Positive
bike	004_Positive
script	004_Positive
saava	004_Positive
pottutu	004_Positive
oruthan	004_Positive
maa	004_Positive
madiri	004_Positive
babu	004_Positive
ba	004_Positive
yellarum	004_Positive
vandhavanga	004_Positive
reloaded	004_Positive
lets	004_Positive
kettu	004_Positive
ivaruku	004_Positive
choose	004_Positive
bayanthu	004_Positive
tat	004_Positive
seiyanum	004_Positive
quick	004_Positive
poreenga	004_Positive
pettaa	004_Positive
pathute	004_Positive
paruga	004_Positive
pakkuravanga	004_Positive
notice	004_Positive
2k19	004_Positive
eagerly	004_Positive
yes	004_Positive
yaarellam	004_Positive
jeeva	004_Positive
hostel	004_Positive
head	004_Positive
family	004_Positive
eruntha	004_Positive
pannittu	004_Positive
girl	004_Positive
aaganum	004_Positive
spr	004_Positive
sambhavam	004_Positive
saaga	004_Positive
mudiyaathu	004_Positive
kapoor	004_Positive
kadavul	004_Positive
iruthu	004_Positive
dharisanam	004_Positive
needs	004_Positive
movi	004_Positive
asa	004_Positive
b	004_Positive
peak	004_Positive
haha	004_Positive
yethana	004_Positive
yeman	004_Positive
vidama	004_Positive
vaera	004_Positive
trailere	004_Positive
touch	004_Positive
thanama	004_Positive
thalada	004_Positive
tendulkar	004_Positive
rage	004_Positive
puthu	004_Positive
pakam	004_Positive
padathe	004_Positive
orutharmela	004_Positive
naama	004_Positive
muttu	004_Positive
mirattal	004_Positive
lion	004_Positive
kuthu	004_Positive
kolaa	004_Positive
katha	004_Positive
kata	004_Positive
kaila	004_Positive
irunthaa	004_Positive
idhan	004_Positive
even	004_Positive
ennai	004_Positive
dhana	004_Positive
deepawali	004_Positive
collection	004_Positive
bayangaram	004_Positive
ayioo	004_Positive
apuram	004_Positive
alle	004_Positive
adhukku	004_Positive
20k	004_Positive
10k	004_Positive
tu	004_Positive
thuku	004_Positive
simply	004_Positive
robo	004_Positive
rasikan	004_Positive
puriyala	004_Positive
mudiyuma	004_Positive
message	004_Positive
kan	004_Positive
ithan	004_Positive
irrukku	004_Positive
hats	004_Positive
fanzz	004_Positive
erukinga	004_Positive
vidya	004_Positive
verra	004_Positive
vendam	004_Positive
varaa	004_Positive
uvan	004_Positive
unmaiya	004_Positive
trilar	004_Positive
thaanda	004_Positive
sirappu	004_Positive
simbu	004_Positive
siddiqui	004_Positive
seekiram	004_Positive
sakka	004_Positive
poravanga	004_Positive
men	004_Positive
masala	004_Positive
maru	004_Positive
magic	004_Positive
likee	004_Positive
kid	004_Positive
ippidi	004_Positive
hang	004_Positive
alaga	004_Positive
aduthavangala	004_Positive
actors	004_Positive
6m	004_Positive
02	004_Positive
thevudiya	004_Negative
sunni	004_Negative
q	004_Negative
mutta	004_Negative
koothi	004_Negative
illadha	004_Negative
boy	004_Negative
kaal	004_Negative
yean	004_Negative
pulla	004_Negative
kill	004_Negative
kodi	004_Negative
ram	004_Negative
unakku	004_Negative
ivalo	004_Negative
aamai	004_Negative
kathi	004_Negative
mokkaiya	004_Negative
pongada	004_Negative
potavan	004_Negative
poola	004_Negative
thuu	004_Negative
lusu	004_Negative
poora	004_Negative
paya	004_Negative
pondati	004_Negative
watha	004_Negative
loosu	004_Negative
ava	004_Negative
velai	004_Negative
loose	004_Negative
kelatu	004_Negative
neyraiya	004_Mixed_feelings
matha	004_Mixed_feelings
sakthimaan	004_Mixed_feelings
kanithan	004_Mixed_feelings
kadhai	004_Mixed_feelings
billa	004_Mixed_feelings
case	004_Mixed_feelings
know	004_Mixed_feelings
school	004_Mixed_feelings
mukkiyam	004_Mixed_feelings
thakida	004_Mixed_feelings
levelu	004_Mixed_feelings
92k	004_Mixed_feelings
winner	003_unknown_state
sound	003_unknown_state
reply	003_unknown_state
competition	003_unknown_state
tmrw	003_unknown_state
thairiyama	003_unknown_state
kelu	003_unknown_state
meet	003_unknown_state
gopi	003_unknown_state
56k	003_unknown_state
yrr	003_not-Tamil
wah	003_not-Tamil
smjh	003_not-Tamil
samaj	003_not-Tamil
mja	003_not-Tamil
kisi	003_not-Tamil
karta	003_not-Tamil
chutiya	003_not-Tamil
batao	003_not-Tamil
ee	003_not-Tamil
tube	003_not-Tamil
ek	003_not-Tamil
lga	003_not-Tamil
tosai	003_not-Tamil
tak	003_not-Tamil
samjh	003_not-Tamil
rahi	003_not-Tamil
kitna	003_not-Tamil
walo	003_not-Tamil
samajh	003_not-Tamil
adipoli	003_not-Tamil
hoga	003_not-Tamil
ghatiya	003_not-Tamil
de	003_not-Tamil
haa	003_not-Tamil
gaye	003_not-Tamil
yerudhu	003_Positive
yeppo	003_Positive
yeduka	003_Positive
yaman	003_Positive
yaarukum	003_Positive
yaaralayum	003_Positive
xd	003_Positive
wt	003_Positive
wov	003_Positive
white	003_Positive
which	003_Positive
week	003_Positive
wating	003_Positive
wa	003_Positive
viyabaram	003_Positive
viswasathukaga	003_Positive
vilundhu	003_Positive
vikaram	003_Positive
vey	003_Positive
vettrimaran	003_Positive
veru	003_Positive
veriyarkal	003_Positive
verithanamaa	003_Positive
velraj	003_Positive
vatti	003_Positive
vasanam	003_Positive
varthai	003_Positive
vartha	003_Positive
varattum	003_Positive
varalaa	003_Positive
varadha	003_Positive
vanthathuku	003_Positive
vanthale	003_Positive
vannavar	003_Positive
vaalthukal	003_Positive
unnai	003_Positive
undo	003_Positive
unbelievable	003_Positive
ukku	003_Positive
tucker	003_Positive
trailler	003_Positive
trailerku	003_Positive
toughu	003_Positive
thevayanatha	003_Positive
therikkuthu	003_Positive
therikke	003_Positive
theeni	003_Positive
thalli	003_Positive
thalabathy	003_Positive
thala60	003_Positive
thaanya	003_Positive
terika	003_Positive
teejey	003_Positive
talaivaa	003_Positive
suthi	003_Positive
sunday	003_Positive
subaraj	003_Positive
status	003_Positive
st	003_Positive
srinath	003_Positive
sounds	003_Positive
sooriya	003_Positive
solravangala	003_Positive
solravaga	003_Positive
solrathu	003_Positive
soli	003_Positive
sokka	003_Positive
siruthai	003_Positive
shraddha	003_Positive
shah	003_Positive
serapu	003_Positive
savuratha	003_Positive
sapuda	003_Positive
sapida	003_Positive
samaa	003_Positive
saavaratha	003_Positive
raw	003_Positive
rasigar	003_Positive
rasigana	003_Positive
rangaraaj	003_Positive
rajnified	003_Positive
rajanikanth	003_Positive
proved	003_Positive
ppa	003_Positive
povom	003_Positive
potunga	003_Positive
pothey	003_Positive
pothathu	003_Positive
potalum	003_Positive
ponungaluku	003_Positive
ponnungaluku	003_Positive
pongapa	003_Positive
pongalku	003_Positive
pondey	003_Positive
polladhavan	003_Positive
pokuthu	003_Positive
pogudho	003_Positive
perum	003_Positive
perukku	003_Positive
periyar	003_Positive
pattaiya	003_Positive
pathutan	003_Positive
pathungiru	003_Positive
paththu	003_Positive
pathavange	003_Positive
parpom	003_Positive
pariyerum	003_Positive
parcel	003_Positive
papinga	003_Positive
panuven	003_Positive
panrom	003_Positive
panne	003_Positive
pannama	003_Positive
pannalam	003_Positive
pannadhu	003_Positive
pangam	003_Positive
pallaandu	003_Positive
pakuran	003_Positive
pakkave	003_Positive
pakave	003_Positive
paji	003_Positive
padathuke	003_Positive
padathu	003_Positive
paavi	003_Positive
paathuten	003_Positive
paathute	003_Positive
paaraka	003_Positive
paakaravaga	003_Positive
paahh	003_Positive
ovevoru	003_Positive
overload	003_Positive
orutharukku	003_Positive
orginal	003_Positive
onu	003_Positive
onnumey	003_Positive
official	003_Positive
ode	003_Positive
oct	003_Positive
objection	003_Positive
niraye	003_Positive
neryea	003_Positive
nerayaa	003_Positive
neray	003_Positive
neraiyah	003_Positive
nammaku	003_Positive
namata	003_Positive
nalae	003_Positive
nail	003_Positive
mukiyam	003_Positive
mugan	003_Positive
msg	003_Positive
mom	003_Positive
met	003_Positive
maximum	003_Positive
maranthu	003_Positive
mannan	003_Positive
maatten	003_Positive
lovee	003_Positive
looka	003_Positive
ley	003_Positive
legendary	003_Positive
lai	003_Positive
kuduparu	003_Positive
krishnan	003_Positive
kootani	003_Positive
khushi	003_Positive
khan	003_Positive
ketutu	003_Positive
kelunga	003_Positive
katu	003_Positive
kasta	003_Positive
kamiya	003_Positive
kalli	003_Positive
kaliyoda	003_Positive
kadavulay	003_Positive
kaattu	003_Positive
kaatradhukkaga	003_Positive
kaapan	003_Positive
joker	003_Positive
james	003_Positive
ithukkum	003_Positive
ishtam	003_Positive
irundu	003_Positive
irukumnu	003_Positive
irukkumo	003_Positive
irukiga	003_Positive
irrukura	003_Positive
irkku	003_Positive
invincible	003_Positive
interview	003_Positive
