katta waiting	105_Positive
mammukka from	002_not-malayalam
mammootty mamangam	002_not-malayalam
mammookka s	002_not-malayalam
make a	002_not-malayalam
love mammookka	002_not-malayalam
likes 17	002_not-malayalam
like podunga	002_not-malayalam
like mohanlal	002_not-malayalam
like mamooty	002_not-malayalam
like mammooty	002_not-malayalam
like malayalam	002_not-malayalam
like in	002_not-malayalam
l for	002_not-malayalam
kya hai	002_not-malayalam
kollywood 2	002_not-malayalam
king raja	002_not-malayalam
kgf mollywood	002_not-malayalam
kgf malayalam	002_not-malayalam
karnataka trailer	002_not-malayalam
karnataka i	002_not-malayalam
kannada we	002_not-malayalam
kannada kgf	002_not-malayalam
kaappaan suriya	002_not-malayalam
k jayan	002_not-malayalam
job for	002_not-malayalam
jayamravi fans	002_not-malayalam
is not	002_not-malayalam
indian flag	002_not-malayalam
in kannada	002_not-malayalam
in 1	002_not-malayalam
ikka is	002_not-malayalam
i ve	002_not-malayalam
i have	002_not-malayalam
i cant	002_not-malayalam
hope history	002_not-malayalam
hindi me	002_not-malayalam
hi friends	002_not-malayalam
here from	002_not-malayalam
have ever	002_not-malayalam
hard ikka	002_not-malayalam
h e	002_not-malayalam
goosebumps guaranteed	002_not-malayalam
gonna disaster	002_not-malayalam
game changer	002_not-malayalam
from vijay	002_not-malayalam
from sri	002_not-malayalam
from mammukka	002_not-malayalam
from d	002_not-malayalam
for online	002_not-malayalam
for mamangam	002_not-malayalam
for a	002_not-malayalam
flag ulta	002_not-malayalam
film from	002_not-malayalam
fan waiting	002_not-malayalam
fan i	002_not-malayalam
era history	002_not-malayalam
e a	002_not-malayalam
dub in	002_not-malayalam
doubt it	002_not-malayalam
days to	002_not-malayalam
day my	002_not-malayalam
day dear	002_not-malayalam
cinema megastar	002_not-malayalam
birthday mammookkaa	002_not-malayalam
best lalettan	002_not-malayalam
bahubali kollywood	002_not-malayalam
are waiting	002_not-malayalam
anyone srilankans	002_not-malayalam
any suriya	002_not-malayalam
an era	002_not-malayalam
always like	002_not-malayalam
a fan	002_not-malayalam
8 5k	002_not-malayalam
40 indian	002_not-malayalam
4 days	002_not-malayalam
3 millon	002_not-malayalam
2m views	002_not-malayalam
1m views	002_not-malayalam
150k likes	002_not-malayalam
waiting 4	002_not-malayalam
mega hit	002_not-malayalam
mass ikkaa	002_not-malayalam
malayalam trailer	002_not-malayalam
level movie	002_not-malayalam
happy b	002_not-malayalam
are a	002_not-malayalam
and prithviraj	002_not-malayalam
from a	002_not-malayalam
can t	002_not-malayalam
trailer 1	002_not-malayalam
to my	002_not-malayalam
thala ajith	002_not-malayalam
no doubt	002_not-malayalam
my channel	002_not-malayalam
likes and	002_not-malayalam
kumbalangi nights	002_not-malayalam
ka baap	002_not-malayalam
for mammookka	002_not-malayalam
fan s	002_not-malayalam
and lalettan	002_not-malayalam
173 k	002_not-malayalam
100k like	002_not-malayalam
0 40	002_not-malayalam
megastar mammookka	002_not-malayalam
like if	002_not-malayalam
just a	002_not-malayalam
vijay fans	002_not-malayalam
to you	002_not-malayalam
thalapathy vijay	002_not-malayalam
super ikka	002_not-malayalam
on trending	002_not-malayalam
mammookka love	002_not-malayalam
is superb	002_not-malayalam
is just	002_not-malayalam
hats off	002_not-malayalam
good work	002_not-malayalam
from srilanka	002_not-malayalam
cant wait	002_not-malayalam
but i	002_not-malayalam
birthday ikkaa	002_not-malayalam
best ikka	002_not-malayalam
b day	002_not-malayalam
april 12	002_not-malayalam
an epic	002_not-malayalam
a number	002_not-malayalam
a new	002_not-malayalam
a good	002_not-malayalam
200 crore	002_not-malayalam
1 mamangam	002_not-malayalam
seems like	002_not-malayalam
fan like	002_not-malayalam
social media	002_not-malayalam
manju warrier	002_not-malayalam
malayalam industry	002_not-malayalam
like a	002_not-malayalam
ettan and	002_not-malayalam
hindi movie	002_not-malayalam
you etta	002_Positive
wishes mammookka	002_Positive
waiting suraj	002_Positive
waiting madura	002_Positive
wait cheyyan	002_Positive
visual treat	002_Positive
vijayam aakatte	002_Positive
vettichu nammade	002_Positive
vere vere	002_Positive
vere lvl	002_Positive
vendi waiting	002_Positive
veeryam koodunna	002_Positive
vedi pooram	002_Positive
vara level	002_Positive
vannu makkale	002_Positive
vannu like	002_Positive
vaka best	002_Positive
unnatangalil ethikanam	002_Positive
unda ennu	002_Positive
uff uff	002_Positive
uff pwoli	002_Positive
uff poli	002_Positive
uff no	002_Positive
uff ijjathi	002_Positive
uff ijjadi	002_Positive
uff aa	002_Positive
u and	002_Positive
trailer pwollii	002_Positive
trailer pwoli	002_Positive
trailer onnoodi	002_Positive
trailer mammukka	002_Positive
trailer kanditu	002_Positive
trailer ithu	002_Positive
trailer ethra	002_Positive
threadil cinema	002_Positive
thavana kanumbozhum	002_Positive
thanne oru	002_Positive
thanne kond	002_Positive
thanne ethra	002_Positive
teaser kandappo	002_Positive
te padamaanenkilum	002_Positive
tamil telungu	002_Positive
surajettande abhinayam	002_Positive
super waiting	002_Positive
super padam	002_Positive
super annu	002_Positive
super aanu	002_Positive
stephen nedumballi	002_Positive
st day	002_Positive
sound modulation	002_Positive
set ayaa	002_Positive
screen presence	002_Positive
sambhavam kidukki	002_Positive
romanjam ikkaa	002_Positive
romanjam ikka	002_Positive
reksha illa	002_Positive
rakshyum illa	002_Positive
rakshem illaa	002_Positive
rakshayumilla love	002_Positive
rakshayum illaa	002_Positive
rajuvetta ningal	002_Positive
rajuettan uff	002_Positive
rajavu lalettan	002_Positive
raja vannu	002_Positive
raja daa	002_Positive
r the	002_Positive
pwollii eni	002_Positive
pwolikkum katta	002_Positive
pwolii item	002_Positive
pwolichu lalettan	002_Positive
pwolichu lalettaa	002_Positive
pwolich onnum	002_Positive
pwoli pwoli	002_Positive
pwoli padam	002_Positive
pwoli love	002_Positive
pwoli item	002_Positive
pwoli bgm	002_Positive
punch undallo	002_Positive
promising trailer	002_Positive
ponnu laletta	002_Positive
ponnoo oru	002_Positive
ponnikka ingal	002_Positive
polikkum laletta	002_Positive
polii oru	002_Positive
polichu trailer	002_Positive
polichu oru	002_Positive
polichu mass	002_Positive
polichu kidu	002_Positive
poli super	002_Positive
poli polikum	002_Positive
poli oru	002_Positive
poli kidu	002_Positive
poli film	002_Positive
pole mass	002_Positive
poi trailer	002_Positive
pinne onnum	002_Positive
parayan vakkukal	002_Positive
parayan ella	002_Positive
parayaan illa	002_Positive
paranjal pora	002_Positive
paranja pora	002_Positive
pakshe ithu	002_Positive
pakkaa mass	002_Positive
pakka poli	002_Positive
padathin vendi	002_Positive
padathe patti	002_Positive
padamaayalum lalettan	002_Positive
padamaanu athorkanam	002_Positive
padamaanenkilum itoru	002_Positive
padam pwolikum	002_Positive
padam pwolikkum	002_Positive
padam mass	002_Positive
padam marana	002_Positive
padam koodi	002_Positive
padam kidilan	002_Positive
padam avatte	002_Positive
padam annu	002_Positive
padam aayirikkum	002_Positive
padam 100	002_Positive
oru superman	002_Positive
oru rakshayumillaa	002_Positive
oru rakshayilla	002_Positive
oru rajavu	002_Positive
oru pwoli	002_Positive
oru pooram	002_Positive
oru poli	002_Positive
oru padavum	002_Positive
oru mohanlal	002_Positive
oru kidukaachi	002_Positive
oru jinn	002_Positive
oru ettan	002_Positive
onum parayan	002_Positive
onum koodi	002_Positive
onnum venda	002_Positive
onnara item	002_Positive
onn onnara	002_Positive
okke vera	002_Positive
nu oru	002_Positive
nte ponnoo	002_Positive
nte ponnikka	002_Positive
nte look	002_Positive
nte ammoo	002_Positive
njan maathramaano	002_Positive
njan katta	002_Positive
ningal vere	002_Positive
ningal oru	002_Positive
ningal marana	002_Positive
nilkukyanu laletta	002_Positive
nee theernnada	002_Positive
nammude swantham	002_Positive
nammal malayalikalude	002_Positive
nammaku ella	002_Positive
nammade malayalam	002_Positive
movie aavum	002_Positive
mone ith	002_Positive
mohanlalinte ee	002_Positive
modulation oru	002_Positive
mathram katta	002_Positive
mass verum	002_Positive
mass uff	002_Positive
mass pakka	002_Positive
mass movie	002_Positive
mass mammookka	002_Positive
mass love	002_Positive
mass kanikkan	002_Positive
mass ith	002_Positive
mass ikka	002_Positive
mass hit	002_Positive
mass ettan	002_Positive
mass enn	002_Positive
mass da	002_Positive
mass annu	002_Positive
mass aan	002_Positive
maranamass trailer	002_Positive
maranamass item	002_Positive
marana mas	002_Positive
mamookka fan	002_Positive
mamookayude padamaayalum	002_Positive
mammukka oru	002_Positive
mammukka katta	002_Positive
mammukka ithil	002_Positive
mammookkaa polichuu	002_Positive
mammookkaa love	002_Positive
mammookka uyir	002_Positive
mammookka polikkum	002_Positive
mammookka oru	002_Positive
mammookka nte	002_Positive
mammookka ningal	002_Positive
mammookka mamangam	002_Positive
mammookka katta	002_Positive
mammookka de	002_Positive
mammokka fan	002_Positive
mammoka fan	002_Positive
malayalam padamaanu	002_Positive
malayalam industriye	002_Positive
malayala cinemaye	002_Positive
madhura rajayum	002_Positive
lvl trailer	002_Positive
lucifer vere	002_Positive
lucifer kandu	002_Positive
look vere	002_Positive
look oru	002_Positive
like adikkada	002_Positive
level pwolichu	002_Positive
level katta	002_Positive
level item	002_Positive
level ikka	002_Positive
level anu	002_Positive
level annu	002_Positive
level aakum	002_Positive
latest aayi	002_Positive
late aayi	002_Positive
last superman	002_Positive
lalletan fan	002_Positive
lalettan te	002_Positive
lalettan prithivi	002_Positive
lalettan mathrame	002_Positive
lalettan maranamass	002_Positive
lalettan fansinte	002_Positive
lalettan faninte	002_Positive
lalettan annum	002_Positive
lalettaa pwolich	002_Positive
lalettaa oru	002_Positive
laletta love	002_Positive
laleetanu ikka	002_Positive
kutta uruttam	002_Positive
kudutal tavane	002_Positive
koodi set	002_Positive
kidukki waiting	002_Positive
kidu movie	002_Positive
kidu lucifer	002_Positive
kidu frames	002_Positive
kidilam oru	002_Positive
kgf kanda	002_Positive
kayariyathinu shesham	002_Positive
katta waitin	002_Positive
katta lallettan	002_Positive
katta fan	002_Positive
kathu nilkukyanu	002_Positive
karyam manasilayi	002_Positive
kandu super	002_Positive
kandu oru	002_Positive
kande ollu	002_Positive
kandathil vech	002_Positive
kanda oru	002_Positive
kanda feel	002_Positive
kanan thonnuvaa	002_Positive
kanan thonnum	002_Positive
kaanan aanu	002_Positive
ka bapp	002_Positive
jinn aanu	002_Positive
janapriya nayakan	002_Positive
itoru malayalam	002_Positive
ithu thakarkum	002_Positive
ithu polikum	002_Positive
ithu kollaam	002_Positive
ithanu makkale	002_Positive
ith thakarkkum	002_Positive
ith polikum	002_Positive
ith pole	002_Positive
item katta	002_Positive
ishtam lalettan	002_Positive
innum ennum	002_Positive
ini arum	002_Positive
industriye unnatangalil	002_Positive
industrikaleyum vettichu	002_Positive
illatha trailer	002_Positive
illa trailer	002_Positive
illa pwoli	002_Positive
illa polich	002_Positive
illa makkale	002_Positive
illa kidu	002_Positive
ikkayude pilleru	002_Positive
ikkaa mass	002_Positive
ikkaa love	002_Positive
ikkaa kola	002_Positive
ikka waiting	002_Positive
ikka super	002_Positive
ikka pwolichuu	002_Positive
ikka pwolichu	002_Positive
ikka powli	002_Positive
ikka padam	002_Positive
ikka mwth	002_Positive
ikka muthanu	002_Positive
ikka ith	002_Positive
ikka ingalu	002_Positive
ikka ingal	002_Positive
ikka happy	002_Positive
ikka fansite	002_Positive
ikka ennum	002_Positive
ikka ee	002_Positive
ikka da	002_Positive
ijjathi item	002_Positive
idikatta waiting	002_Positive
hvy trailer	002_Positive
hbd mammokka	002_Positive
full story	002_Positive
for you	002_Positive
for kalkki	002_Positive
first padam	002_Positive
first malayalam	002_Positive
film kandu	002_Positive
fight scenes	002_Positive
fansite best	002_Positive
fan padam	002_Positive
fan ikka	002_Positive
ettan soubin	002_Positive
ettan powlichu	002_Positive
ettan powli	002_Positive
ettan pakka	002_Positive
ettan fansum	002_Positive
ettan fansinte	002_Positive
etta padam	002_Positive
ethra vattam	002_Positive
ethra kandalum	002_Positive
entha oru	002_Positive
entee moone	002_Positive
ente romam	002_Positive
ente ponnuu	002_Positive
ente laletaa	002_Positive
ente ammo	002_Positive
enta ponoo	002_Positive
enta ponnoo	002_Positive
enta ponno	002_Positive
enta ponna	002_Positive
enta ikka	002_Positive
ennum raja	002_Positive
ennum ikka	002_Positive
ennum eppozhum	002_Positive
ennu parayan	002_Positive
ennu paranjaal	002_Positive
ennu paranja	002_Positive
ennalum trailer	002_Positive
ennaa look	002_Positive
enna summava	002_Positive
enn pratheekshikunnu	002_Positive
enik vayya	002_Positive
eni padam	002_Positive
ellarum kananam	002_Positive
ella recordum	002_Positive
ella industrikaleyum	002_Positive
ejjati item	002_Positive
ee vishu	002_Positive
ee prayathil	002_Positive
eattan fan	002_Positive
e onam	002_Positive
duper hit	002_Positive
dialogue oru	002_Positive
da ikka	002_Positive
cinemayude range	002_Positive
cinema super	002_Positive
chunk alla	002_Positive
camera man	002_Positive
but ee	002_Positive
bgm gopi	002_Positive
bgm ente	002_Positive
best trailer	002_Positive
be a	002_Positive
avasanathe aa	002_Positive
athu screenil	002_Positive
athoru valiya	002_Positive
athorkanam nammaku	002_Positive
as a	002_Positive
appo engane	002_Positive
anu pakshe	002_Positive
anna ben	002_Positive
and unni	002_Positive
and katta	002_Positive
an muthe	002_Positive
am katta	002_Positive
alla pakshe	002_Positive
alla ith	002_Positive
alla chunk	002_Positive
alla athukkum	002_Positive
adipoli super	002_Positive
adipoli mass	002_Positive
adipoli adipoli	002_Positive
adichu makkale	002_Positive
adar item	002_Positive
adaar adaar	002_Positive
aayi poi	002_Positive
aayal mathi	002_Positive
aaya njan	002_Positive
aavum enn	002_Positive
aarudeyum fan	002_Positive
aanu ith	002_Positive
aanenn thonnunnu	002_Positive
aane makkale	002_Positive
aakum sure	002_Positive
aa urumi	002_Positive
aa chadi	002_Positive
aa bgm	002_Positive
aa adi	002_Positive
40 k	002_Positive
100cr club	002_Positive
1 st	002_Positive
0 14	002_Positive
kidukachi trailer	002_Positive
oru padam	002_Positive
padam oru	002_Positive
venda kutta	002_Positive
veendum kandu	002_Positive
uff romanjam	002_Positive
u lalettaa	002_Positive
trailer repeat	002_Positive
trailer nu	002_Positive
tovino ishtam	002_Positive
thavana kandath	002_Positive
t wait	002_Positive
raja returns	002_Positive
raja 2	002_Positive
prithviraj sukumaran	002_Positive
pazhaya lalettane	002_Positive
oru sample	002_Positive
oru marana	002_Positive
oru karyam	002_Positive
orma vannu	002_Positive
onnu kandu	002_Positive
nalla kidilan	002_Positive
muruga nee	002_Positive
mathram anoo	002_Positive
march 28	002_Positive
lucifer lalettan	002_Positive
like ikka	002_Positive
lalettante lucifer	002_Positive
lalettane thirichu	002_Positive
kooduthal like	002_Positive
ki jaii	002_Positive
kandath njan	002_Positive
ivide vannu	002_Positive
ittichante vaka	002_Positive
ithu verum	002_Positive
ikka ki	002_Positive
hbd ikka	002_Positive
gopi sunder	002_Positive
first show	002_Positive
fana pakshe	002_Positive
fan aan	002_Positive
aa idi	002_Positive
model school	002_Positive
lal ettan	002_Positive
john abraham	002_Positive
bgm and	002_Positive
pole alla	002_Positive
nalla padam	002_Positive
trailer adipoli	002_Positive
lalettan rajuvettan	002_Positive
i ll	002_Positive
waiting from	002_Positive
trailer nalla	002_Positive
trailer katta	002_Positive
trailer and	002_Positive
this deal	002_Positive
support from	002_Positive
super star	002_Positive
katta mass	002_Positive
