vera level	623_Positive
star mass	004_Positive
star love	004_Positive
so so	004_Positive
so cute	004_Positive
sirappana tharamaana	004_Positive
sir love	004_Positive
semma ya	004_Positive
semma treat	004_Positive
semma movie	004_Positive
semma hit	004_Positive
sema marana	004_Positive
sema i	004_Positive
sema hit	004_Positive
see in	004_Positive
sari sari	004_Positive
sapada porom	004_Positive
sachin tendulkar	004_Positive
romba romba	004_Positive
romba nerama	004_Positive
reach 1	004_Positive
rajni kanth	004_Positive
raja musical	004_Positive
proud of	004_Positive
prakash kumar	004_Positive
pora indha	004_Positive
pongal annaiku	004_Positive
panna poro	004_Positive
pakuravanga like	004_Positive
paka thana	004_Positive
paiyan sir	004_Positive
padam kandippa	004_Positive
oru comment	004_Positive
of hindi	004_Positive
of bgm	004_Positive
nereya nereya	004_Positive
neraya likes	004_Positive
nenga vera	004_Positive
nee mass	004_Positive
narayya narayya	004_Positive
nammakitta kaadu	004_Positive
namma kita	004_Positive
namba thala	004_Positive
nama than	004_Positive
nadakka kudathu	004_Positive
nadakathu nadakavum	004_Positive
naa class	004_Positive
na summava	004_Positive
na daily	004_Positive
n k	004_Positive
my channel	004_Positive
movie tamil	004_Positive
matum dha	004_Positive
mattum nammakitta	004_Positive
mass scenes	004_Positive
love uu	004_Positive
love thala	004_Positive
love frm	004_Positive
love ajith	004_Positive
likes views	004_Positive
likes varuma	004_Positive
like hollywood	004_Positive
level waiting	004_Positive
kulla 15	004_Positive
kulla 10	004_Positive
ku mattum	004_Positive
king in	004_Positive
ketta paiyan	004_Positive
karthik suppuraj	004_Positive
kaipulla vijay	004_Positive
kadaisi dialogue	004_Positive
ji super	004_Positive
it possible	004_Positive
is vera	004_Positive
irunthalum sanda	004_Positive
ippo trailer	004_Positive
ippo intha	004_Positive
inoruthara asinga	004_Positive
inda trailer	004_Positive
in indian	004_Positive
iam surya	004_Positive
hit the	004_Positive
hero in	004_Positive
happy ah	004_Positive
goosebumps overloaded	004_Positive
go nice	004_Positive
from sri	004_Positive
for superstar	004_Positive
for some	004_Positive
for rajni	004_Positive
for 1m	004_Positive
first like	004_Positive
fan trailer	004_Positive
fan nu	004_Positive
fan i	004_Positive
enrum thala	004_Positive
enna solla	004_Positive
ellarum oru	004_Positive
ellarum like	004_Positive
eduthukave mudiyathu	004_Positive
eduthuka mudiyathu	004_Positive
dhanush fan	004_Positive
da enga	004_Positive
court scene	004_Positive
class mass	004_Positive
by surya	004_Positive
buster movie	004_Positive
boss fans	004_Positive
bigg boss	004_Positive
bgm thala	004_Positive
best trailer	004_Positive
best na	004_Positive
award ready	004_Positive
award miss	004_Positive
avara control	004_Positive
apdi ellam	004_Positive
anna from	004_Positive
anna acting	004_Positive
angali pangali	004_Positive
andha last	004_Positive
and super	004_Positive
and shankar	004_Positive
and pepper	004_Positive
and bgm	004_Positive
ajith ajith	004_Positive
ajit kumar	004_Positive
aiyoo thala	004_Positive
ah parunga	004_Positive
adichu vaanganum	004_Positive
aa aa	004_Positive
a lot	004_Positive
5 m	004_Positive
4m likes	004_Positive
30 million	004_Positive
20k likes	004_Positive
1 time	004_Positive
1 go	004_Positive
1 50	004_Positive
1 4m	004_Positive
1 19	004_Positive
nu oru	004_Positive
vjs fans	004_Positive
trailer pathutu	004_Positive
here after	004_Positive
to haters	004_Positive
time la	004_Positive
mathiri irukku	004_Positive
kola kaandula	004_Positive
movie ah	004_Positive
maathiri irukku	004_Positive
en da	004_Positive
s like	004_Positive
thalapathy ku	004_Positive
matum than	004_Positive
irukum nu	004_Positive
fdfs ku	004_Positive
but ajith	004_Positive
blockbuster hit	004_Positive
anna va	004_Positive
tamil la	004_Positive
waiting waiting	004_Positive
u1 fans	004_Positive
poram sweet	004_Positive
of u	004_Positive
6 days	004_Positive
dis like	004_Positive
padam blockbuster	004_Positive
climax la	004_Positive
movie like	004_Positive
teaser ah	004_Positive
padam mathiri	004_Positive
ithu than	004_Positive
is just	004_Positive
iruken mavane	004_Positive
a man	004_Positive
hollywood level	004_Positive
like pannitu	004_Positive
in india	004_Positive
thalaivaru petta	004_Positive
style la	004_Positive
not a	004_Positive
million like	004_Positive
kaithi vera	004_Positive
thalaivar than	004_Positive
thalaa daa	004_Positive
thala nkp	004_Positive
style a	004_Positive
siva ku	004_Positive
semma marana	004_Positive
padam block	004_Positive
nadakadhu nadaka	004_Positive
like ajith	004_Positive
katrathukaga inoruthara	004_Positive
is the	004_Positive
innoruthara asinga	004_Positive
anna ku	004_Positive
ah iruka	004_Positive
90s kids	004_Positive
movie mass	004_Positive
pola iruku	004_Positive
mattum thaan	004_Positive
indian movie	004_Positive
chitti reloaded	004_Positive
after bigil	004_Positive
vera mathiri	004_Positive
trailer paka	004_Positive
sirappaana tharamaana	004_Positive
sir neenga	004_Positive
semmaya irukku	004_Positive
sema style	004_Positive
potutu ponga	004_Positive
pathu veri	004_Positive
like varanum	004_Positive
like poodunga	004_Positive
ithu nalla	004_Positive
in karnataka	004_Positive
here for	004_Positive
good morning	004_Positive
bgm vere	004_Positive
a n	004_Positive
superstar fans	004_Positive
like comment	004_Positive
any one	004_Positive
star fans	004_Positive
sk fan	004_Positive
like hit	004_Positive
ku apram	004_Positive
inga like	004_Positive
hit here	004_Positive
day first	004_Positive
anna and	004_Positive
thalapathi fans	004_Positive
petta vs	004_Positive
mass hero	004_Positive
hit a	004_Positive
vera maari	004_Positive
va thalaivaa	004_Positive
trailer likes	004_Positive
rajini and	004_Positive
patha mari	004_Positive
padam kandipa	004_Positive
oruthavanga mela	004_Positive
oru oru	004_Positive
let s	004_Positive
for all	004_Positive
1million likes	004_Positive
jai thalaiva	004_Positive
super movie	004_Positive
final dialogue	004_Positive
ye h	004_Positive
ya iruku	004_Positive
viswasam kaata	004_Positive
version dekho	004_Positive
vera enna	004_Positive
u agree	004_Positive
the king	004_Positive
thalaivar pakka	004_Positive
thalaiva unna	004_Positive
thalaiva semma	004_Positive
release ku	004_Positive
power star	004_Positive
petta parakk	004_Positive
padam sema	004_Positive
padam paaka	004_Positive
namma than	004_Positive
na adhu	004_Positive
love it	004_Positive
likes ku	004_Positive
like u	004_Positive
level pa	004_Positive
kola gandu	004_Positive
irukkum nu	004_Positive
iruken kollama	004_Positive
intha padathula	004_Positive
intha dialogue	004_Positive
h link	004_Positive
enga annan	004_Positive
en thala	004_Positive
dhanush combo	004_Positive
dekho ye	004_Positive
bat man	004_Positive
ajith fan	004_Positive
ah irruku	004_Positive
trending list	004_Positive
thirumba thirumba	004_Positive
thalaivar semma	004_Positive
simran trisha	004_Positive
saapda porom	004_Positive
one like	004_Positive
nice trailer	004_Positive
mass scene	004_Positive
mass ahh	004_Positive
intha padatha	004_Positive
intha maari	004_Positive
indha pongal	004_Positive
hats off	004_Positive
ethana peru	004_Positive
but still	004_Positive
ah paatha	004_Positive
0 45	004_Positive
verra level	004_Positive
vera laval	004_Positive
vayasu agala	004_Positive
tharu maru	004_Positive
thalaivar sema	004_Positive
thalaiva vaa	004_Positive
thala maass	004_Positive
thala blood	004_Positive
tamil version	004_Positive
style vera	004_Positive
style mass	004_Positive
sir ah	004_Positive
semma thalaivaa	004_Positive
saavanum sir	004_Positive
s hit	004_Positive
real hero	004_Positive
pink ka	004_Positive
panna mudiyadhu	004_Positive
paduthuringa thala	004_Positive
padam na	004_Positive
oru dialogue	004_Positive
note paninga	004_Positive
never ever	004_Positive
mega hit	004_Positive
manitha kadavul	004_Positive
main picture	004_Positive
likes kuda	004_Positive
like vijay	004_Positive
like super	004_Positive
like ku	004_Positive
level ya	004_Positive
la irundhu	004_Positive
la enga	004_Positive
kondan movie	004_Positive
iruka pothu	004_Positive
innum konjam	004_Positive
illa thala	004_Positive
idhu idhu	004_Positive
evan da	004_Positive
asinga padutha	004_Positive
anna love	004_Positive
and thala	004_Positive
am from	004_Positive
always super	004_Positive
after long	004_Positive
0 48	004_Positive
nkp theme	004_Negative
kaththi bgm	004_Negative
anil fans	004_Negative
odi poidu	004_Negative
dei ennada	004_Negative
da dai	004_Negative
kaithi movie	004_Negative
like power	004_Negative
ellam ok	004_Negative
madhiri iruku	004_Negative
telugu movie	004_Negative
nkp bgm	004_Negative
dislike potta	004_Negative
so sad	004_Negative
kevalama iruku	004_Negative
sema anna	004_Mixed_feelings
81k views	004_Mixed_feelings
seems like	004_Mixed_feelings
cell phone	004_Mixed_feelings
level sk	004_Mixed_feelings
malayalam movie	004_Mixed_feelings
will be	003_unknown_state
telugu trailer	003_unknown_state
kaithi trailer	003_unknown_state
kerala fans	003_unknown_state
times mela	003_unknown_state
intha diwali	003_unknown_state
potu ponga	003_unknown_state
deepavali ku	003_unknown_state
karthi fans	003_unknown_state
bigil ah	003_unknown_state
ki movie	003_unknown_state
who are	003_unknown_state
wait pandringa	003_unknown_state
hits like	003_unknown_state
1 42	003_unknown_state
bigil comment	003_unknown_state
visvasam trailer	003_unknown_state
button ah	003_unknown_state
rahi hai	003_not-Tamil
kuch bhi	003_not-Tamil
hindi mein	003_not-Tamil
ee movie	003_not-Tamil
dekh k	003_not-Tamil
bhi release	003_not-Tamil
bhai hindi	003_not-Tamil
aaya but	003_not-Tamil
aa jaye	003_not-Tamil
you tube	003_not-Tamil
like karo	003_not-Tamil
pink ki	003_not-Tamil
untuk tosai	003_not-Tamil
style ka	003_not-Tamil
saya mass	003_not-Tamil
hai ye	003_not-Tamil
trailer ko	003_not-Tamil
lag raha	003_not-Tamil
yow pandey	003_Positive
you vikram	003_Positive
you lying	003_Positive
yoda ovevoru	003_Positive
yenna panna	003_Positive
yen asingapaduthuringa	003_Positive
yash fans	003_Positive
yaar ellam	003_Positive
ya intha	003_Positive
y1 music	003_Positive
wow sema	003_Positive
with a	003_Positive
welcome to	003_Positive
warrier fans	003_Positive
waiting sankar	003_Positive
waiting in	003_Positive
wait and	003_Positive
voice vera	003_Positive
vjs anna	003_Positive
viswasam kaatradhukkaga	003_Positive
viswasam and	003_Positive
view s	003_Positive
vidya balan	003_Positive
vetrimaaran gv	003_Positive
vetrimaaran dhanush	003_Positive
vetri sir	003_Positive
vetri dhanush	003_Positive
very stylish	003_Positive
veri yerudhu	003_Positive
venum y1	003_Positive
vegama like	003_Positive
vayasanalum un	003_Positive
varuthu thalaivar	003_Positive
varanum thala	003_Positive
vara wait	003_Positive
vara laval	003_Positive
valimai trailer	003_Positive
va super	003_Positive
v for	003_Positive
unmaiyana thala	003_Positive
ungaluku vayase	003_Positive
underwear ode	003_Positive
um sema	003_Positive
ultimate ah	003_Positive
u1 music	003_Positive
u soo	003_Positive
u rajni	003_Positive
u maranam	003_Positive
u love	003_Positive
true thala	003_Positive
trending no1	003_Positive
trending agudhu	003_Positive
trailer rajini	003_Positive
trailer petta	003_Positive
trailer parka	003_Positive
trailer pakkama	003_Positive
trailer paatha	003_Positive
trailer kku	003_Positive
trailer in	003_Positive
trailer end	003_Positive
to hit	003_Positive
times paathavanga	003_Positive
time pathavanga	003_Positive
time mela	003_Positive
time ku	003_Positive
tik tik	003_Positive
thriller movie	003_Positive
thookalamaa thagida	003_Positive
this time	003_Positive
this pongal	003_Positive
thevayanatha namma	003_Positive
therikka vidunga	003_Positive
therika vidunga	003_Positive
theri theri	003_Positive
theatre ku	003_Positive
theater ku	003_Positive
tharamana sambavatha	003_Positive
tharamaana sambavangala	003_Positive
thanks karthik	003_Positive
thane pora	003_Positive
than erukku	003_Positive
than but	003_Positive
than adichu	003_Positive
thalaiver mass	003_Positive
thalaivar sweet	003_Positive
thalaivar superstar	003_Positive
thalaivar always	003_Positive
thalaivaa you	003_Positive
thalaivaa we	003_Positive
thalaivaa sema	003_Positive
thalaivaa petta	003_Positive
thalaiva u	003_Positive
thalaa always	003_Positive
thala you	003_Positive
thala vere	003_Positive
thala tucker	003_Positive
thala therika	003_Positive
thala tharisanam	003_Positive
thala style	003_Positive
thala sonna	003_Positive
thala padam	003_Positive
thala on	003_Positive
thala no	003_Positive
thala nanga	003_Positive
thala king	003_Positive
thala ipdi	003_Positive
thala intha	003_Positive
thala eppavum	003_Positive
thala daa	003_Positive
thaan mass	003_Positive
thaan adichu	003_Positive
thaa vera	003_Positive
telugu fan	003_Positive
telugu also	003_Positive
tee jay	003_Positive
tamil ajith	003_Positive
sweet sapuda	003_Positive
sweet sapida	003_Positive
suyama sindhika	003_Positive
suriya fan	003_Positive
superstar rajnikanth	003_Positive
superb dialogue	003_Positive
super ya	003_Positive
super man	003_Positive
super anna	003_Positive
summa alluthu	003_Positive
style style	003_Positive
style is	003_Positive
star yash	003_Positive
star thalaivar	003_Positive
star thaa	003_Positive
star tha	003_Positive
star manju	003_Positive
star ajithkumar	003_Positive
sridevi daughter	003_Positive
soo much	003_Positive
sonna mathiri	003_Positive
sk hero	003_Positive
sivakarthikeyan fans	003_Positive
sirappana sambavam	003_Positive
sir marana	003_Positive
shot la	003_Positive
shiva kumar	003_Positive
share pannunga	003_Positive
semma thalaivar	003_Positive
semma stylish	003_Positive
semma love	003_Positive
semma acting	003_Positive
sema thalaiva	003_Positive
sema movie	003_Positive
seconds ago	003_Positive
scene vera	003_Positive
sarkar trailer	003_Positive
sarbaga padam	003_Positive
sapada poram	003_Positive
salt and	003_Positive
saava koodathu	003_Positive
s vera	003_Positive
s of	003_Positive
s a	003_Positive
romba kammi	003_Positive
rocking star	003_Positive
remake thala	003_Positive
release kulla	003_Positive
rangaraaj pandey	003_Positive
rajnikant and	003_Positive
rajni sachin	003_Positive
rajinikanth rajinikanth	003_Positive
rajini ya	003_Positive
rajini thaa	003_Positive
rajini daa	003_Positive
rajini back	003_Positive
raja fans	003_Positive
ra ra	003_Positive
porom thalaivar	003_Positive
porom semma	003_Positive
porom petta	003_Positive
poringa intha	003_Positive
poravanga like	003_Positive
porandhu varanum	003_Positive
pongaluku sweet	003_Positive
pongal marana	003_Positive
podunga da	003_Positive
petta in	003_Positive
petta comment	003_Positive
pathutu vanthu	003_Positive
parthavanga like	003_Positive
parkuravanga oru	003_Positive
pariyerum perumal	003_Positive
parak parak	003_Positive
pannavanga mattum	003_Positive
pandey rangaraaj	003_Positive
pandey fans	003_Positive
pakravanga like	003_Positive
pakka thana	003_Positive
pakka than	003_Positive
pakka blockbuster	003_Positive
paka pora	003_Positive
padippu mattum	003_Positive
padam pannunga	003_Positive
paaraka vidu	003_Positive
paaka thaana	003_Positive
paa paa	003_Positive
ovevoru dialogue	003_Positive
oru tharamana	003_Positive
oru national	003_Positive
one week	003_Positive
one can	003_Positive
on trending	003_Positive
old style	003_Positive
old rajini	003_Positive
of super	003_Positive
of style	003_Positive
odi pathungiru	003_Positive
oda attatha	003_Positive
oda aattatha	003_Positive
nu solitu	003_Positive
no i	003_Positive
nkp vera	003_Positive
niriya niriya	003_Positive
nirav shah	003_Positive
neraya vera	003_Positive
neraya nerayaa	003_Positive
neraya iruku	003_Positive
