text	category	text	category
ee nanchakottayill arudeyuum kanneeroppaan vannathalla njan pakshe karayikunnavante okeyuum thala njan adichu polikuum	unknown_state	ee nanchakottayill arudeyuum kanneeroppaan vannathalla njan pakshe karayikunnavante okeyuum thala njan adichu polikuum	unknown_state
ikkante mugham illathe thanne super mugham koode kanichenkil enthavum avastha	Positive	ikkante mugham illathe thanne super mugham koode kanichenkil enthavum avastha	Positive
rajuvetta ningal mass annu ammoo enna oru feel laletta	Positive	rajuvetta ningal mass annu ammoo enna oru feel laletta	Positive
uff mwonr kinnam kaachya item	Positive	uff mwonr kinnam kaachya item	Positive
appo nayakan mammukka alley e piller aana	Positive	appo nayakan mammukka alley e piller aana	unknown_state
madhura rajayum usharavatte from a lalettan fan	Positive	madhura rajayum usharavatte from a lalettan fan	Positive
chandu vine orma vannavar ivde common	unknown_state	chandu vine orma vannavar ivde common	unknown_state
sambavam kollam but	Positive	sambavam kollam but	Mixed_feelings
mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku ella industrikaleyum vettichu nammade malayalam industriye unnatangalil ethikanam	Positive	mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku ella industrikaleyum vettichu nammade malayalam industriye unnatangalil ethikanam	Positive
njan oru a10 fan aanu but ithu kollaam nammade ikka poliyaanuu all the best	Positive	njan oru a10 fan aanu but ithu kollaam nammade ikka poliyaanuu all the best	Positive
please upload moha mundiri video song	unknown_state	please upload moha mundiri video song	unknown_state
ee padam kand chirich pandaram adangi	Positive	ee padam kand chirich pandaram adangi	Positive
trailer kandappo oru karym manasilayi eni mammooka fans luciferine velluvilikkilla	Positive	trailer kandappo oru karym manasilayi eni mammooka fans luciferine velluvilikkilla	Negative
trailer kandapol bahubali orthavar like adi	unknown_state	trailer kandapol bahubali orthavar like adi	unknown_state
hvy iteam	Positive	hvy iteam	Positive
212k views	unknown_state	212k views	unknown_state
njan aashupatriyiloottu pookuvaa ulla roomamellam roomanjichu parinju pooyi baakki ullathu pongithanna nikkuva ettan maatana maaraka maass	Positive	njan aashupatriyiloottu pookuvaa ulla roomamellam roomanjichu parinju pooyi baakki ullathu pongithanna nikkuva ettan maatana maaraka maass	Positive
fight vere level teateril paper kure keerendi varum ichayoo	Positive	fight vere level teateril paper kure keerendi varum ichayoo	Positive
trailer vere level anu makkale mammookka uyir mamangam_november 21	Positive	trailer vere level anu makkale mammookka uyir mamangam_november 21	Positive
ethilum valiya masss eni ella padam 100 crore loading	Positive	ethilum valiya masss eni ella padam 100 crore loading	Positive
cinima 2 aam vattam kanan paisa illanitt trailer veendum kanunnadh njn maathramano	unknown_state	cinima 2 aam vattam kanan paisa illanitt trailer veendum kanunnadh njn maathramano	unknown_state
e padathil ellavarum und but pottiyal ellam pogum appurath yama dan kadha verunnund madhura raajayum ethayalum all the best	Positive	e padathil ellavarum und but pottiyal ellam pogum appurath yama dan kadha verunnund madhura raajayum ethayalum all the best	Mixed_feelings
mammookkayude scenes pause cheytu kandavar arokke undu	unknown_state	mammookkayude scenes pause cheytu kandavar arokke undu	unknown_state
mammootty kazhinju vere oru nadan malayalathil illa karanam etavum last mammootty anu	Positive	mammootty kazhinju vere oru nadan malayalathil illa karanam etavum last mammootty anu	unknown_state
pokiri raja nte athra odulaa ee chithram eniku thonunnu	Positive	pokiri raja nte athra odulaa ee chithram eniku thonunnu	Negative
gopi sunderinte teaser bgm kaliyakkiyavarkkulla marupadi koodi	Positive	gopi sunderinte teaser bgm kaliyakkiyavarkkulla marupadi koodi	Positive
eee oru movie mohanlal fan aakumennu katta waiting	Positive	eee oru movie mohanlal fan aakumennu katta waiting	Positive
69 years old megastar nammude mammookkaa oree poli mammookkaa	Positive	69 years old megastar nammude mammookkaa oree poli mammookkaa	Positive
releasinte aan thanne pokum ennu urappullavar adi like	unknown_state	releasinte aan thanne pokum ennu urappullavar adi like	unknown_state
lalettan marana mass intha movie bayangara hit adikkum love from tamilnadu	Positive	lalettan marana mass intha movie bayangara hit adikkum love from tamilnadu	not-malayalam
oru mass political family blockbuster hit aakatteyenn aashamsikkunnu	Positive	oru mass political family blockbuster hit aakatteyenn aashamsikkunnu	Positive
trailor kand 8 nilayil pottum enn thonunnu mumbathe pole tholvigal vaari kootan thudangunnu	Negative	trailor kand 8 nilayil pottum enn thonunnu mumbathe pole tholvigal vaari kootan thudangunnu	Negative
vineeth sreenivasan presents	Positive	vineeth sreenivasan presents	Positive
unni mukundan fans like here	unknown_state	unni mukundan fans like here	not-malayalam
ikkaye kanan vendi mathram fdfs urapichavar like	unknown_state	ikkaye kanan vendi mathram fdfs urapichavar like	Positive
ente ikkaa kola mass youtube hang aanu makkale	Positive	ente ikkaa kola mass youtube hang aanu makkale	Positive
gopi sundar and ikka fan from malappuram	Positive	gopi sundar and ikka fan from malappuram	not-malayalam
dislike myrolikalk ulla kandam madhurayil orukkiyittund enn parayan paranju	Negative	dislike myrolikalk ulla kandam madhurayil orukkiyittund enn parayan paranju	Negative
yeshu das saarinte oru song ithil pratheekshikkaavo	Positive	yeshu das saarinte oru song ithil pratheekshikkaavo	unknown_state
1 st day kazinju theatre bakki undayal mathiyayirunnu lalettan	Positive	1 st day kazinju theatre bakki undayal mathiyayirunnu lalettan	Positive
happy birthday sulthan of malayalam cinema mammookka	not-malayalam	happy birthday sulthan of malayalam cinema mammookka	not-malayalam
8hr 2 million viewers one name laletan n prithvy	not-malayalam	8hr 2 million viewers one name laletan n prithvy	not-malayalam
lucifer pola nalla oru padam avatte	Positive	lucifer pola nalla oru padam avatte	Positive
10m adikkum ennullavar aadhyam like onn adiche	unknown_state	10m adikkum ennullavar aadhyam like onn adiche	unknown_state
negative aayi onmilla eattn polikm	Positive	negative aayi onmilla eattn polikm	Positive
njan mathram ano padam kand veendum trailer edth noki veendum padam kanan poyathangane like	unknown_state	njan mathram ano padam kand veendum trailer edth noki veendum padam kanan poyathangane like	unknown_state
2013 drishyam 75 cr 2016 pulimurugan 150 cr 2019 lucifer any guess	unknown_state	2013 drishyam 75 cr 2016 pulimurugan 150 cr 2019 lucifer any guess	unknown_state
lastilathe punch kaanan mathram veendum vannavarundel chummathonnu njekkiyechum poike	Positive	lastilathe punch kaanan mathram veendum vannavarundel chummathonnu njekkiyechum poike	Positive
nice	Positive	nice	not-malayalam
pwlichu ikka pwlichu hollywood cut	Positive	pwlichu ikka pwlichu hollywood cut	Positive
trailer erghunathinn munbb kanathe dislike adichavanmaar verum verum feeling pucham to u all	Positive	trailer erghunathinn munbb kanathe dislike adichavanmaar verum verum feeling pucham to u all	Negative
amboo ettan kidu acting raju ettan poli making	Positive	amboo ettan kidu acting raju ettan poli making	Positive
onnum parayan ila mammokka polichu thakarthuu	Positive	onnum parayan ila mammokka polichu thakarthuu	Positive
suraj ettan soubin ikka enn kelkkumbo thanne oru nalla cinema yude smell adikkunnund waiting for releasing	Positive	suraj ettan soubin ikka enn kelkkumbo thanne oru nalla cinema yude smell adikkunnund waiting for releasing	Positive
ejjati item ettan pwolikkum all the best raju etta	Positive	ejjati item ettan pwolikkum all the best raju etta	Positive
ohh my god endhokke looks aanu onnum parayaanillaa katta waiting lalettaa	Positive	ohh my god endhokke looks aanu onnum parayaanillaa katta waiting lalettaa	Positive
madhuraraja teaser ethaanenkil trailer enthaayirikkum april kazhinjaal theater ok kaanumo aavo	unknown_state	madhuraraja teaser ethaanenkil trailer enthaayirikkum april kazhinjaal theater ok kaanumo aavo	unknown_state
after 1m views 150k likes	not-malayalam	after 1m views 150k likes	not-malayalam
sheriyaya views ano allengil youtube lalettan hang akkiyathano ennu samshyamullarkku like adikkanulla thumbu	unknown_state	sheriyaya views ano allengil youtube lalettan hang akkiyathano ennu samshyamullarkku like adikkanulla thumbu	unknown_state
enthonnadei ithu pulimurugan tamil remake a	Positive	enthonnadei ithu pulimurugan tamil remake a	Mixed_feelings
10 million ayo ennu nokkan varunnavar like adi	unknown_state	10 million ayo ennu nokkan varunnavar like adi	unknown_state
thalachorilla budhiyum illatha 11k aalkkar ninte okke thalakku oolamanoo	Negative	thalachorilla budhiyum illatha 11k aalkkar ninte okke thalakku oolamanoo	Negative
ella cinimakaludeyum trailer kanunathe habits aakkiyavarundo	unknown_state	ella cinimakaludeyum trailer kanunathe habits aakkiyavarundo	unknown_state
trilar kanditt padam valiya pratheeksha illaa	Positive	trilar kanditt padam valiya pratheeksha illaa	Mixed_feelings
wtng laletta	Positive	wtng laletta	Mixed_feelings
looks like netflix series oru film aayi coloring mach aavunnilla	unknown_state	looks like netflix series oru film aayi coloring mach aavunnilla	Negative
ooro secondum mmakkayude entrik vendi waiting aayirunnu	Positive	ooro secondum mmakkayude entrik vendi waiting aayirunnu	Positive
mammookem pillerum ithil polikkum ennu urapullavar like adich pokko	Positive	mammookem pillerum ithil polikkum ennu urapullavar like adich pokko	unknown_state
tovinok pakaram unni mukundan mathiyarunnu	unknown_state	tovinok pakaram unni mukundan mathiyarunnu	Mixed_feelings
panieduthittu padikkan verunnavante kayyude thazhambumkondonnu kittiyal mathi pinne joraa	unknown_state	panieduthittu padikkan verunnavante kayyude thazhambumkondonnu kittiyal mathi pinne joraa	unknown_state
soundil kurachukoodi bass koodi undayinnel kidilan	Positive	soundil kurachukoodi bass koodi undayinnel kidilan	Mixed_feelings
lalettaa rajuettaa go ahead	Positive	lalettaa rajuettaa go ahead	not-malayalam
love you mammookhaa mammookha fans hit like	not-malayalam	love you mammookhaa mammookha fans hit like	not-malayalam
lalettan faanan but ee trailer kidukki tto	Positive	lalettan faanan but ee trailer kidukki tto	Positive
adipoli	Positive	adipoli	Positive
ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka	Positive	ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka	Positive
padam polikunna thonnunne soubin oru pradhibasam thanne ambili kandit oru onnonnara fana ayi njn	Positive	padam polikunna thonnunne soubin oru pradhibasam thanne ambili kandit oru onnonnara fana ayi njn	Positive
prathviraaj	Positive	prathviraaj	Positive
ravananaya avane nerkkuner illathakkan oru maha	unknown_state	ravananaya avane nerkkuner illathakkan oru maha	unknown_state
ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu	Positive	ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu	Positive
suraaj looks like our kunjunni mash	not-malayalam	suraaj looks like our kunjunni mash	not-malayalam
padam kidilan ane oru rakshayumilla pakshe ithpole padam englishilum umd robot and frank enn pere athum pwoliyane	Positive	padam kidilan ane oru rakshayumilla pakshe ithpole padam englishilum umd robot and frank enn pere athum pwoliyane	Positive
veruthayayi kashu poyi pratheeshyode arum pokaruthe	Positive	veruthayayi kashu poyi pratheeshyode arum pokaruthe	Negative
super mega hit aayirikkum mark	Positive	super mega hit aayirikkum mark	Positive
aaa mundum pookal shirtum vere arund ithra look	Positive	aaa mundum pookal shirtum vere arund ithra look	Positive
trailer kidukki film ith pole nannaya mathiyarnnu	Positive	trailer kidukki film ith pole nannaya mathiyarnnu	Positive
njan maathramano comment nu like kittiyo enn veendum veendum nokkunnath	unknown_state	njan maathramano comment nu like kittiyo enn veendum veendum nokkunnath	unknown_state
enta ponno ithu verae level iove u ikka	Positive	enta ponno ithu verae level iove u ikka	Positive
uff ente ponoo wait chyan vayye ikka	Positive	uff ente ponoo wait chyan vayye ikka	unknown_state
ajuvine kandale ariyam on negative role anenn pinne lift kanikkunond aval mikkavarum liftil kanum	Positive	ajuvine kandale ariyam on negative role anenn pinne lift kanikkunond aval mikkavarum liftil kanum	unknown_state
korach adhikum award kude undakendi verum enn toonna suraajettante acting kanumbo	Positive	korach adhikum award kude undakendi verum enn toonna suraajettante acting kanumbo	Positive
njan oru mohanlaal fana pakshe ith vallathore vishayam filim aairikkum	Positive	njan oru mohanlaal fana pakshe ith vallathore vishayam filim aairikkum	unknown_state
wow maranamaas trailer gopi sundar bgm oru rakshemilla ttaa hit like if u watch fdfs	Positive	wow maranamaas trailer gopi sundar bgm oru rakshemilla ttaa hit like if u watch fdfs	Positive
pulimurugam team alle athinta oru chaaya evdokkeyo ondikka superman punch pwliyee	Positive	pulimurugam team alle athinta oru chaaya evdokkeyo ondikka superman punch pwliyee	Mixed_feelings
super star rajini sir fans hit likes	not-malayalam	super star rajini sir fans hit likes	not-malayalam
0 15 aa musicinu vendi wait cheyyuva	unknown_state	0 15 aa musicinu vendi wait cheyyuva	not-malayalam
makkale onnum nokkanda ninghal vanna bakkam enna 1 54	unknown_state	makkale onnum nokkanda ninghal vanna bakkam enna 1 54	unknown_state
nayika liftil kudungunnu ellaarum oodi nadannu anveshikunnu	unknown_state	nayika liftil kudungunnu ellaarum oodi nadannu anveshikunnu	unknown_state
ith kidukkan aakum eagerly waiting lub you ikkaa from eattan fan	Positive	ith kidukkan aakum eagerly waiting lub you ikkaa from eattan fan	Positive
173k views and 173k likes bakki kore mammunni fans 18k	unknown_state	173k views and 173k likes bakki kore mammunni fans 18k	Negative
mammookaye pole dailog eathu salgilum prasant cheyyan kazhiyillannu ippo eniku manasilaayi	Negative	mammookaye pole dailog eathu salgilum prasant cheyyan kazhiyillannu ippo eniku manasilaayi	Negative
hit like if you are lalettan s fan	Positive	hit like if you are lalettan s fan	not-malayalam
trailer kand romanjam vanna ettan fans like adikn	Positive	trailer kand romanjam vanna ettan fans like adikn	Positive
ithu oru 5 million views aakkanam	unknown_state	ithu oru 5 million views aakkanam	unknown_state
mohanlal looks like as he was in jilla	not-malayalam	mohanlal looks like as he was in jilla	not-malayalam
thrissur slang paliyenn thonnunnath enikk mathramano	unknown_state	thrissur slang paliyenn thonnunnath enikk mathramano	Negative
