text	category	text	category
idhupola vetradhu kuthradhulam pls kaamikadhinga screen la padatha paathuthaan paadhi samudhayam kedudhu all the best for the team	Positive	idhupola vetradhu kuthradhulam pls kaamikadhinga screen la padatha paathuthaan paadhi samudhayam kedudhu all the best for the team	Mixed_feelings
semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala	Positive	semma thala nee vera level nee onnaya paratta vaarthaiye illa fantastic thala	Positive
king of kollywood one only thala thala thala thala thala thala thala	Positive	king of kollywood one only thala thala thala thala thala thala thala	Positive
marana mass thalaiva hollywood deractor la vaya polaka poranugga	Positive	marana mass thalaiva hollywood deractor la vaya polaka poranugga	Mixed_feelings
thala mass but court room perusa irundhurkalam	Positive	thala mass but court room perusa irundhurkalam	Positive
you kena tunggu lebih lama lagi untuk tahu saya	not-malayalam/tamil	you kena tunggu lebih lama lagi untuk tahu saya	not-Tamil
idhu padam da ommla enna padam da i saw 2 shows back to back vera level	Positive	idhu padam da ommla enna padam da i saw 2 shows back to back vera level	Negative
pakkaa message pola thalaivaa we are waiting	Positive	pakkaa message pola thalaivaa we are waiting	Positive
thalapathy kku evlo mass irukka pootho thalapathy64 lokeshkanagaraj	Positive	thalapathy kku evlo mass irukka pootho thalapathy64 lokeshkanagaraj	unknown_state
tamil nadimarke oru puthiya velluvilliakkumoo manju chechiudea puthiya entry	Positive	tamil nadimarke oru puthiya velluvilliakkumoo manju chechiudea puthiya entry	Positive
nammaku tevaiyanada namma taan adichi vaanganum padipa mattum nammakitta irundu edutuka mudiyathu	Positive	nammaku tevaiyanada namma taan adichi vaanganum padipa mattum nammakitta irundu edutuka mudiyathu	Positive
ennayya namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth	Positive	ennayya namma makkal selvan padam trailerkke oru full thalapathy movie paatha alavukk appadiye silirpp kottuth	Positive
last dailog inga like podunga	Positive	last dailog inga like podunga	Positive
super star is super star v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v nice trailer i really love it	Positive	super star is super star v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v v nice trailer i really love it	Negative
1st unga thalaivara age ku thaguntha mathiri natikka sollunga appuram vijay ajith pathi peasalam	Positive	1st unga thalaivara age ku thaguntha mathiri natikka sollunga appuram vijay ajith pathi peasalam	Negative
naanum thalavar rasigan than enakku akshaya kumar performance than pudichi irukku thalavara dummy ah aakitanaga ama vai illa ya	Positive	naanum thalavar rasigan than enakku akshaya kumar performance than pudichi irukku thalavara dummy ah aakitanaga ama vai illa ya	Negative
you tube crash ho gaya kitna time ho gaya hai bhut sahi	not-malayalam/tamil	you tube crash ho gaya kitna time ho gaya hai bhut sahi	not-Tamil
vera level sk bro keep going huge	Positive	vera level sk bro keep going huge	Positive
oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa	Positive	oruthar mela viswasatha katrathuku innorthara yen asinga paduthuringa	Positive
last dialague semma rasikanuku advice pannitaru thala super thala	Positive	last dialague semma rasikanuku advice pannitaru thala super thala	Positive
super pa thalapadhy rasigar saarba vaalthukal	Positive	super pa thalapadhy rasigar saarba vaalthukal	Positive
thala ena thala ketta mass ah irukiyae	Positive	thala ena thala ketta mass ah irukiyae	Positive
thambi naanga 19 hourslaya 11m neenga yaaru da komali	Positive	thambi naanga 19 hourslaya 11m neenga yaaru da komali	Mixed_feelings
appo kabaliee na nerupuda eppo robot na chitti 2 o version	Positive	appo kabaliee na nerupuda eppo robot na chitti 2 o version	Positive
waiting 1m likes and 15m views	Positive	waiting 1m likes and 15m views	Positive
vayasu analum unga style um alagum innum ungala vitu pogala old time rajni ah pakaramariye iruku	Positive	vayasu analum unga style um alagum innum ungala vitu pogala old time rajni ah pakaramariye iruku	Positive
kaithi thane daw intha diwali ku	Positive	kaithi thane daw intha diwali ku	unknown_state
ada aamaigala 1m like kooda varlaya aamai ajith	Positive	ada aamaigala 1m like kooda varlaya aamai ajith	Mixed_feelings
realy trailer marana massa iruku iam waiting petta	Positive	realy trailer marana massa iruku iam waiting petta	Negative
you re line line line ithu mari neriya neriya neriya neriya padatthula irukum pola iam waiting	Positive	you re line line line ithu mari neriya neriya neriya neriya padatthula irukum pola iam waiting	Positive
simion sir enga irrukinga sekiram vanga	Positive	simion sir enga irrukinga sekiram vanga	Positive
wow 10 mill ns views	Positive	wow 10 mill ns views	Positive
back to back super blockbuster movies first 2 0 then petta rajnikanth is just amaazing	Positive	back to back super blockbuster movies first 2 0 then petta rajnikanth is just amaazing	Positive
hatters dislike pannunalum asuran movie kku award confirm by pure dhanush anna fan	Positive	hatters dislike pannunalum asuran movie kku award confirm by pure dhanush anna fan	Positive
dislike pannravan ratham kakkai saavan	Positive	dislike pannravan ratham kakkai saavan	Positive
i am waiting for nerkoonda paarvai	Positive	i am waiting for nerkoonda paarvai	Positive
vijay vera vera vera vetakaran taan da venumm ajith nerya nerya nerya nerya nerya	Positive	vijay vera vera vera vetakaran taan da venumm ajith nerya nerya nerya nerya nerya	Positive
thala pathi thappaa cmnt panura kuchikari movanlaam odirunga	Positive	thala pathi thappaa cmnt panura kuchikari movanlaam odirunga	Negative
dislike panavan oruthanuku poruthuruka maatan poogada	Positive	dislike panavan oruthanuku poruthuruka maatan poogada	Positive
dei kadisiya style dance ah parunga da ayyo sema thalaiva cuteness charisma fight sequel banged comeback	Positive	dei kadisiya style dance ah parunga da ayyo sema thalaiva cuteness charisma fight sequel banged comeback	Positive
darbat 50k comment varanum 800k like varanum view 40 million varanum	Positive	darbat 50k comment varanum 800k like varanum view 40 million varanum	unknown_state
shaktiman madri next comedy punda aga poren sakadai kelavan	Negative	shaktiman madri next comedy punda aga poren sakadai kelavan	Negative
thalaya screen la parka yarellam marana waiting comment pannunga thala rathangale	Positive	thalaya screen la parka yarellam marana waiting comment pannunga thala rathangale	Positive
vada chennai jaygiromo illayo motha sanda seiyanum asuran namaku theva yanatha nambha tha adichi vanganum	Positive	vada chennai jaygiromo illayo motha sanda seiyanum asuran namaku theva yanatha nambha tha adichi vanganum	Positive
wow trailer marana waiting diwali ku	Positive	wow trailer marana waiting diwali ku	unknown_state
entha trailer best nu pakalam like asuran cmnt kaapan	Positive	entha trailer best nu pakalam like asuran cmnt kaapan	Positive
comments parka vandha padika vandha nanba nanbigal like pannitu pooga	Positive	comments parka vandha padika vandha nanba nanbigal like pannitu pooga	Positive
thala thaan eppavume ennudaya role maadal	Positive	thala thaan eppavume ennudaya role maadal	Positive
0 38 it s superstar rajini not rajni spelling mistake	Positive	0 38 it s superstar rajini not rajni spelling mistake	Positive
remake of pink movie ah apdiye eduthurukeenga oru dialogue kooda maarama but fight scene extra va	Positive	remake of pink movie ah apdiye eduthurukeenga oru dialogue kooda maarama but fight scene extra va	Positive
neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta punda	Positive	neraya neraya neraya atha yarkanave nerachi poitha iruku inum yathuku kaekura iva mutta punda	Negative
eduthu vainga da adutha oscar ah asuran ku	Positive	eduthu vainga da adutha oscar ah asuran ku	Positive
i miss you ishwarya rai madam	Positive	i miss you ishwarya rai madam	Mixed_feelings
mass dhanush manju vetri	Positive	mass dhanush manju vetri	Positive
thalaivaa ungaluku vayase aakathu nee mattum thaa thlaiva mass massuke boss	Positive	thalaivaa ungaluku vayase aakathu nee mattum thaa thlaiva mass massuke boss	Positive
thala 6o ku aavathu atleast pre announcement pannunga	Positive	thala 6o ku aavathu atleast pre announcement pannunga	Positive
aptilam nadakkathu nadakka kudathu fire on eyes thala	Positive	aptilam nadakkathu nadakka kudathu fire on eyes thala	Positive
amam eppa puthu trailer poduvingo 1960 mgr kala thu padama re release panna poran gala	Positive	amam eppa puthu trailer poduvingo 1960 mgr kala thu padama re release panna poran gala	Negative
oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa sema thala love from thalapathy fanzz	Positive	oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa sema thala love from thalapathy fanzz	Positive
entha padathalaum vivazya pirachana solraga pola oh my god	Positive	entha padathalaum vivazya pirachana solraga pola oh my god	unknown_state
kaithi ye evlo mass ah iruku na thalapathy 64	Positive	kaithi ye evlo mass ah iruku na thalapathy 64	Positive
adra sakka thalaivaa marana mass adi thool petta pongal petta parrakk	Positive	adra sakka thalaivaa marana mass adi thool petta pongal petta parrakk	Mixed_feelings
maranam mass uh maranam tough tharanum athukku avan thaan poranthu varanum	Positive	maranam mass uh maranam tough tharanum athukku avan thaan poranthu varanum	Positive
1 55 for some thala thalapathy fans	Positive	1 55 for some thala thalapathy fans	Positive
please make thalapathy 64 like kaithi visuals	Positive	please make thalapathy 64 like kaithi visuals	Positive
nothing to say just goosebumps thalarasigai	Positive	nothing to say just goosebumps thalarasigai	Positive
mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga	Positive	mass mass nu soli pavam fight ill lathe padathu la kuda fight varawaychitaga	Positive
1 38 to 1 50 yenna swag pa thala thala pola varuma fdfs from karnataka	Positive	1 38 to 1 50 yenna swag pa thala thala pola varuma fdfs from karnataka	Positive
enada tamil cinema eduka sonna hollywood cinema eduthu vachirkinga	Positive	enada tamil cinema eduka sonna hollywood cinema eduthu vachirkinga	Positive
saavaratha irunthalum sanda pottu saaganum bayanthu kaalla vizhunthu saaga kudathu tharam	Positive	saavaratha irunthalum sanda pottu saaganum bayanthu kaalla vizhunthu saaga kudathu tharam	Positive
sethu anna voice thalaivar entry kolla gaandu la irukan epo varum oh nu	Positive	sethu anna voice thalaivar entry kolla gaandu la irukan epo varum oh nu	Positive
marana mass thalaiva ungalukku innu vayasu agale	Positive	marana mass thalaiva ungalukku innu vayasu agale	Positive
intha padam kantippa win pannum but rajinikaga illa shankar kaga avaroda talent kaga	Positive	intha padam kantippa win pannum but rajinikaga illa shankar kaga avaroda talent kaga	Positive
oru oru scenum goosebumps ahh iruku petta parak like podunga trailer pathu goosebumps anuvanga	Positive	oru oru scenum goosebumps ahh iruku petta parak like podunga trailer pathu goosebumps anuvanga	Positive
vijaya vallu movies teesthunnaraa inkaa wow	Positive	vijaya vallu movies teesthunnaraa inkaa wow	unknown_state
nerkondapaarvai superb thala pesura yella dialogues kum avar kan simtave ella vera level acting	Positive	nerkondapaarvai superb thala pesura yella dialogues kum avar kan simtave ella vera level acting	Positive
petta movie atta flop old man sotta boy	Positive	petta movie atta flop old man sotta boy	Negative
ena da bomma padam eduthu vachirukeenga	Positive	ena da bomma padam eduthu vachirukeenga	Mixed_feelings
semma vera level like hits	Positive	semma vera level like hits	Positive
pink movie in hindi final dialouge superr	Positive	pink movie in hindi final dialouge superr	Positive
chinna pulla thanamaala irukku graphics xd xd	Positive	chinna pulla thanamaala irukku graphics xd xd	Positive
rajini sir telugu fans hit a like here rajinified	Positive	rajini sir telugu fans hit a like here rajinified	Positive
o my god superstar rajinikanth navajuddin siddiki vijay setupati what else needed	Positive	o my god superstar rajinikanth navajuddin siddiki vijay setupati what else needed	Positive
marvel paruppu thanni dc uppu tamil masala kick kadugu krissh vengayam thakkali hero sambar	Mixed_feelings	marvel paruppu thanni dc uppu tamil masala kick kadugu krissh vengayam thakkali hero sambar	Positive
bayama irukku i except more but i feel sad	Positive	bayama irukku i except more but i feel sad	Positive
sethupathi kaga wait panravangalam kai thoongunga	Positive	sethupathi kaga wait panravangalam kai thoongunga	unknown_state
tamil movie 2 o king in india wonder super star an sankar s mass movie	Positive	tamil movie 2 o king in india wonder super star an sankar s mass movie	Positive
1st day 1st show poravanga like potuttu ponga	Positive	1st day 1st show poravanga like potuttu ponga	Positive
sprb shradha srinath done a good job	Positive	sprb shradha srinath done a good job	Positive
ennoda phone ah yaaralum control panna mudiyadhu akshay kumar ah tension aayiduvan idhu hang aguradha paathu	Positive	ennoda phone ah yaaralum control panna mudiyadhu akshay kumar ah tension aayiduvan idhu hang aguradha paathu	Mixed_feelings
rajini kanth fans hit like here	Positive	rajini kanth fans hit like here	Positive
kola gaadula iruka thalaivaa waiting layea veri aaguthey	Positive	kola gaadula iruka thalaivaa waiting layea veri aaguthey	Negative
get ready sk force part 2 part 3 varavaipomaa	Positive	get ready sk force part 2 part 3 varavaipomaa	Negative
omg use head phones enna bgm da saami	Positive	omg use head phones enna bgm da saami	Positive
petta uthikum visvasam hit agum	Positive	petta uthikum visvasam hit agum	Mixed_feelings
enpt release agalanu kavala illa aurathanamana asuran varuthu adhu pothum	Positive	enpt release agalanu kavala illa aurathanamana asuran varuthu adhu pothum	Positive
those vfx nalla illa daaw guys idhu trailer dhaan maa main picture is coming 2 0 marana_mass	Positive	those vfx nalla illa daaw guys idhu trailer dhaan maa main picture is coming 2 0 marana_mass	Mixed_feelings
vera level thala u r rock	Positive	vera level thala u r rock	Positive
